yuktype	L1	L2	L3	L4	L5	m12sq	tbeta	Dm11sq	Dm22sq	Dm12sq	DL1	DL2	DL3	DL4	DL5	DT1	DT2	DT3	status_nlo_stability	status_ewsr	status_tracing	status_coex_pairs	runtime	transition_history
1	7.0387246325113058	0.27537400779079269	1.2322938906896148	0.68097132748242983	-2.2730272693636135	4479.4334008574069	2.8861155549917723	13983.717995988238	1522.4611232186271	610.38175769174495	-0.68395932234415957	-0.086008360000207076	-0.16470994007253253	0	0.071780518716095046	0	0	0	success	non_bfb	success	no_coex_pair	5.2830000000000004	not_set
1	7.6252850185539138	0.27537400779079269	1.2322938906896148	0.73771893810596567	-2.2730272693636135	4479.4334008574069	3.12662518457442	14932.035301439601	1554.9111602307671	642.93366394861573	-0.76191601648245144	-0.085823319844449672	-0.17702899329142455	0	0.077791152981895498	0	0	0	success	non_bfb	success	no_coex_pair	5.3099999999999996	not_set
1	7.0387246325113058	0.29832184177335874	1.2322938906896148	0.68097132748242983	-2.0981790178741044	4479.4334008574069	2.8861155549917723	12841.676141437581	1272.4070899324092	472.47417697760102	-0.5346519869441777	-0.07532349601491635	-0.12963036054153293	0	0.056591126319558892	0	0	0	success	non_bfb	success	no_coex_pair	5.0110000000000001	not_set
1	7.6252850185539138	0.29832184177335874	1.2322938906896148	0.73771893810596567	-2.0981790178741044	4479.4334008574069	3.12662518457442	13716.304105643536	1312.9212324913281	502.72826832786097	-0.58582298425285728	-0.075153932822411382	-0.13947848781996067	0	0.061217098166212285	0	0	0	success	non_bfb	success	no_coex_pair	5.3769999999999998	not_set
1	7.0387246325113058	0.27537400779079269	1.3349850482470829	0.68097132748242983	-2.2730272693636135	4852.7195175955248	2.8861155549917723	14405.104507891041	1684.8697161654043	686.53630085483758	-0.74633056388408114	-0.089440497272954556	-0.17428812740964617	0	0.080942469515667914	0	0	0	success	non_bfb	success	no_coex_pair	5.4710000000000001	not_set
1	7.6252850185539138	0.27537400779079269	1.3349850482470829	0.73771893810596567	-2.2730272693636135	4852.7195175955248	3.12662518457442	15391.914289737648	1718.2862150785099	717.95444243534587	-0.84174135978861042	-0.089328812376860564	-0.18732428126520578	0	0.08746225174421389	0	0	0	success	non_bfb	success	no_coex_pair	5.4539999999999997	not_set
1	7.0387246325113058	0.29832184177335874	1.3349850482470829	0.68097132748242983	-2.0981790178741044	4852.7195175955248	2.8861155549917723	13247.053465426254	1424.9808076530342	539.14169273784148	-0.59627521424961727	-0.078256300941678528	-0.13838381159210386	0	0.064743666940184671	0	0	0	success	non_bfb	success	no_coex_pair	5.3700000000000001	not_set
1	7.6252850185539138	0.29832184177335874	1.3349850482470829	0.73771893810596567	-2.0981790178741044	4852.7195175955248	3.12662518457442	14161.79327325037	1466.9039697524613	568.96640333254891	-0.66495086661040548	-0.07816935303724197	-0.14894720423828425	0	0.06989233594917188	1.1641532182693481e-09	0	0	success	non_bfb	success	no_coex_pair	5.5499999999999998	not_set
1	7.3191332440055179	0.28652558753954671	1.2809127402652787	0.71307150385423834	-2.1790174871511314	4712.7372238187309	3.0292603462553207	13978.64206079892	1479.2170559945419	576.04397286052222	-0.66108500678194626	-0.081563791940475583	-0.15569282349021368	0	0.069536285379184104	0	0	0	success	non_bfb	success	no_coex_pair	3.8180000000000001	not_set
1	7.3062616624784251	0.28620325029701771	1.2781860110622087	0.71679787491427893	-2.1724318306834043	4759.3979884109949	3.0521503227275453	13878.746761967481	1464.4178561336744	560.56921424224731	-0.64761083906779582	-0.081094426197686198	-0.15422909022363357	0	0.067900843840763281	0	0	0	success	non_bfb	success	no_coex_pair	3.593	not_set
1	7.2933900809513332	0.28588091305448876	1.2754592818591386	0.72052424597431941	-2.1658461742156767	4806.0587530032599	3.0750402991997694	13780.948834769764	1449.9192666706592	545.44704311329644	-0.63446941012468894	-0.080634841606036886	-0.15278324582065297	0	0.066298270044498356	0	0	0	success	non_bfb	success	no_coex_pair	3.7320000000000002	not_set
1	7.2805184994242413	0.28555857581195976	1.2727325526560684	0.72425061703436	-2.1592605177479491	4852.7195175955248	3.097930275671994	13685.201657523234	1435.7141066241811	530.67199452664283	-0.62165854056521386	-0.080184753494045136	-0.15135540069911274	0	0.064728293941569065	0	0	0	success	non_bfb	success	no_coex_pair	5.1360000000000001	not_set
