yuktype	L1	L2	L3	L4	L5	m12sq	tbeta
1	0.2061394598313448	0.341679580207815	3.0833466997466124	-1.408279004829568	-1.5476599000512343	12768.777547483274	2.0501578931930924
1	0.814290420651295	0.2726866425670808	3.9646066758121505	-1.79413241138903	-2.0476323251471253	1386.0546826016782	3.337036301464257
1	5.278745958281944	0.2354290839757044	0.8486749778857966	1.3037712649357909	-1.1350673170332302	12109.344285336989	6.657751287025503
1	7.33200482553261	0.2868479247820757	1.2836394694683488	0.7093451327941978	-2.185603143618859	4666.076459226466	3.006370369783096
1	1.156330490480512	0.2331907612638231	0.3637036104174252	3.730873780970079	-3.5899168520497167	9029.287637650732	3.37579137424349
1	3.900143943487423	0.4068831714679385	1.1163809882847664	-1.7664090928627545	0.1727720757819473	4934.480179319838	2.5678430616425536
1	6.894232099746165	0.0788266464350619	2.756340679639706	4.882392123037801	3.741933685402689	86830.60597161014	7.932889640436517
1	4.649550206478783	5.811571843406831	1.7765652873534077	-3.830065902434815	-2.743609426465221	440773.24098139314	1.06961076618975
1	5.5333850511385245	1.4709620802623875	6.609660373142364	-7.4646954040459566	-1.8750772849006383	442670.59500011936	1.9849965725408245
1	3.65662630415676	7.800919783296389	6.097052121183878	-10.057073691475344	-1.2627870136827262	405854.2047139205	1.0396563264865104
