sample_id	machine	category	branch	validation_stratum	edge_score	strict_snr	source	file	line	mH	mA	mHc	m12sq	sba	tb	pair_exact_enough	safe_for_routing	max_snr_relative_error	max_snr_field	status_mismatch_count	finite_mask_mismatch_count	reasons
6	qiushi	both	light	physical_boundary	0.2556666666666672	2.417979311722023e-08	typeI_mH62-125/random_20260816_190708.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_qiushi/classified/both.csv	4379	6.981710000000000e+01	3.028840000000000e+02	2.875440000000000e+02	5.003310000000000e+02	1.258720000000000e-01	5.961060000000000e+00	false	false	0.5495123192137228	SNR(LISA-3yrs)_sw_0	0	0	snr_error_gt_limit
