sample_id	machine	archive_category	parameter_cell	validation_stratum	strict_snr	source	file	line	mH	mA	mHc	m12sq	sba	tb
174	yuanyuan	both	m3_s4	snr_boundary	1.338322004804292e-06	typeI_mH220-500/random_20260825_015240.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_yuanyuan/classified/both_1.csv	9406	2.539300000000000e+02	5.448980000000000e+02	2.368640000000000e+02	6.744240000000000e+03	9.937520000000000e-01	9.377079999999999e+00
175	yuanyuan	both	m3_s4	snr_boundary	6.500109321619996e-06	typeI_mH220-500/random_20260825_015240.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_yuanyuan/classified/both_1.csv	10413	4.574550000000000e+02	5.427580000000000e+02	5.408540000000000e+02	1.223270000000000e+04	9.972430000000000e-01	1.708910000000000e+01
176	yuanyuan	both	m3_s4	snr_boundary	8.130930456683548e-17	typeI_mH220-500/random_20260830_180625.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_yuanyuan/classified/both_2.csv	258	2.683260000000000e+02	4.800890000000000e+02	2.478640000000000e+02	1.497000000000000e+04	9.936490000000000e-01	4.131740000000000e+00
177	office	both	m3_s5	snr_boundary	1.005799824294468e-05	typeI_mH220-500/random_20260830_123811.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_office/classified/both_11.csv	4335	2.358212144766761e+02	5.719475463763597e+02	2.210934357408314e+02	5.532309857945032e+03	9.994077800252484e-01	9.649293027890330e+00
178	office	both	m3_s5	snr_boundary	2.860407295122375e-16	typeI_mH220-500/random_20260830_123811.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_office/classified/both_11.csv	4423	2.331352032770375e+02	4.661188656321619e+02	2.374947936061449e+02	6.230943566986758e+03	9.994981896798902e-01	7.942531958965619e+00
179	office	both	m3_s5	snr_boundary	4.969996994301418e-08	typeI_mH220-500/random_20260830_123811.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_office/classified/both_11.csv	9241	3.334623100159828e+02	5.191641504062520e+02	5.323496707716134e+02	1.323213407039650e+04	9.991876968395971e-01	8.203907646352070e+00
180	qiushi	both	m3_s5	snr_boundary	4.518354737072078e-20	typeI_mH220-500/random_20260826_184030.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_qiushi/classified/both_1.csv	8697	2.981520000000000e+02	4.295310000000000e+02	4.395360000000000e+02	7.629560000000000e+03	9.993300000000001e-01	1.127000000000000e+01
181	qiushi	both	m3_s5	snr_boundary	1.194909174674581e-17	typeI_mH220-500/random_20260828_001210.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_qiushi/classified/both_1.csv	10764	2.458250000000000e+02	3.826830000000000e+02	3.782690000000000e+02	1.175260000000000e+04	9.990090000000000e-01	3.927360000000000e+00
182	qiushi	both	m3_s5	snr_boundary	6.578175472061274e-16	typeI_mH220-500/random_20260902_194953.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_qiushi/classified/both_2.csv	4148	2.434670000000000e+02	4.092340000000000e+02	3.924360000000000e+02	9.306330000000000e+03	9.996790000000000e-01	5.508140000000000e+00
183	yuanyuan	both	m3_s5	snr_boundary	7.53435604135862e-18	typeI_mH220-500/random_20260825_015240.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_yuanyuan/classified/both_1.csv	9599	3.356950000000000e+02	4.680360000000000e+02	4.797830000000000e+02	1.470300000000000e+04	9.991920000000000e-01	7.227260000000000e+00
184	yuanyuan	both	m3_s5	snr_boundary	4.461117804581571e-15	typeI_mH220-500/random_20260825_015240.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_yuanyuan/classified/both_1.csv	9966	2.883390000000000e+02	5.179650000000000e+02	2.777880000000000e+02	1.065430000000000e+04	9.994050000000000e-01	7.242320000000000e+00
185	yuanyuan	both	m3_s5	snr_boundary	7.479289958454874e-05	typeI_mH220-500/random_20260825_015240.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_yuanyuan/classified/both_1.csv	10836	2.714990000000000e+02	5.153480000000000e+02	5.111060000000000e+02	1.120270000000000e+04	9.998950000000000e-01	6.476680000000000e+00
186	office	both	m1_s0	strict_no_signal	8.24790859585628e-26	typeI_mH62-125/random_20260831_095826.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_office/classified/both_8.csv	5313	1.138230000000000e+02	2.090080000000000e+02	1.970100000000000e+02	7.056609999999999e+02	1.841600000000000e-02	1.754070000000000e+01
187	office	both	m1_s0	strict_no_signal	1.340753124243234e-25	typeI_mH62-125/random_20260901_123243.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_office/classified/both_10.csv	2812	1.230270000000000e+02	2.233120000000000e+02	1.522590000000000e+02	1.731050000000000e+03	4.472960000000000e-02	8.219820000000000e+00
188	office	both	m1_s0	strict_no_signal	1.098562092865152e-27	typeI_mH62-125/random_20260901_123251.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_office/classified/both_9.csv	1108	1.062364368148188e+02	2.664711567238890e+02	8.767074038135543e+01	2.451253568774745e+03	5.928908490890852e-02	4.142073983950456e+00
189	qiushi	both	m1_s0	strict_no_signal	1.469316853187182e-24	typeI_mH62-125/random_20260821_011644.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_qiushi/classified/both_1.csv	453	8.300080000000000e+01	2.007430000000000e+02	1.832370000000000e+02	5.189860000000000e+02	3.845480000000000e-02	7.153410000000000e+00
190	qiushi	both	m1_s0	strict_no_signal	2.330576587323181e-21	typeI_mH62-125/random_20260831_005538.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_qiushi/classified/both_2.csv	1185	7.805010000000000e+01	2.395740000000000e+02	2.192450000000000e+02	4.016450000000000e+02	5.305250000000000e-02	1.245320000000000e+01
191	qiushi	both	m1_s0	strict_no_signal	8.7894810495195e-22	typeI_mH62-125/random_20260831_184047.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_qiushi/classified/both_1.csv	11700	1.016280000000000e+02	2.309590000000000e+02	2.203200000000000e+02	7.782770000000000e+02	4.607860000000000e-02	1.030360000000000e+01
192	yuanyuan	both	m1_s0	strict_no_signal	2.883102995768425e-26	typeI_mH62-125/random_20260821_014125.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_yuanyuan/classified/both_1.csv	5256	1.186660000000000e+02	2.013220000000000e+02	1.619620000000000e+02	1.312760000000000e+03	3.119990000000000e-02	7.650110000000000e+00
193	yuanyuan	both	m1_s0	strict_no_signal	5.725757140352534e-26	typeI_mH62-125/random_20260901_123420.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_yuanyuan/classified/both_2.csv	7391	1.207070000000000e+02	2.383490000000000e+02	1.208190000000000e+02	8.325890000000001e+02	2.976710000000000e-02	1.660030000000000e+01
194	yuanyuan	both	m1_s0	strict_no_signal	3.473593422025051e-26	typeI_mH62-125/random_20260901_123420.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_yuanyuan/classified/both_2.csv	7931	1.163520000000000e+02	2.067180000000000e+02	1.071230000000000e+02	6.713440000000001e+02	2.446330000000000e-02	1.953640000000000e+01
195	office	both	m1_s1	strict_no_signal	8.479673034396315e-32	typeI_mH62-125/random_20260831_095833.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_office/classified/both_8.csv	10202	9.059814283212802e+01	2.056124394963653e+02	1.914108004643792e+02	6.159801359160294e+02	7.656893061945902e-02	7.912617453256711e+00
196	office	both	m1_s1	strict_no_signal	1.169922991847022e-23	typeI_mH62-125/random_20260901_123251.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_office/classified/both_10.csv	2251	1.183583684784172e+02	2.431643896040807e+02	2.532277243149223e+02	1.185502842805143e+03	1.289816212228317e-01	7.732898719213428e+00
197	office	both	m1_s1	strict_no_signal	4.425474875477682e-25	typeI_mH62-125/random_20260901_123251.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_office/classified/both_9.csv	5015	1.115674666221375e+02	2.124815625153846e+02	1.695097687082173e+02	8.161046783897464e+02	1.111278083436788e-01	1.490002715644189e+01
198	qiushi	both	m1_s1	strict_no_signal	5.539115365161274e-27	typeI_mH62-125/random_20260821_011644.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_qiushi/classified/both_1.csv	350	1.147780000000000e+02	2.728320000000000e+02	2.540800000000000e+02	1.017030000000000e+03	6.697250000000000e-02	9.566970000000000e+00
199	qiushi	both	m1_s1	strict_no_signal	2.805303747178752e-21	typeI_mH62-125/random_20260901_134416.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_qiushi/classified/both_2.csv	1687	1.052410000000000e+02	2.290790000000000e+02	2.042770000000000e+02	1.102390000000000e+03	1.819560000000000e-01	4.124190000000000e+00
200	qiushi	both	m1_s1	strict_no_signal	7.195735549693771e-22	typeI_mH62-125/random_20260901_134416.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_qiushi/classified/both_2.csv	2250	9.806990000000000e+01	2.220470000000000e+02	1.947550000000000e+02	1.171700000000000e+03	6.196030000000000e-02	4.749470000000000e+00
201	yuanyuan	both	m1_s1	strict_no_signal	2.541227224942684e-22	typeI_mH62-125/random_20260831_090924.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_yuanyuan/classified/both_2.csv	2180	9.853520000000000e+01	2.081020000000000e+02	1.846320000000000e+02	1.626730000000000e+03	1.611470000000000e-01	5.913470000000000e+00
202	yuanyuan	both	m1_s1	strict_no_signal	1.80433927878748e-24	typeI_mH62-125/random_20260901_123420.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_yuanyuan/classified/both_2.csv	5050	1.019890000000000e+02	2.042230000000000e+02	1.765850000000000e+02	1.128900000000000e+03	9.969470000000000e-02	6.866060000000000e+00
203	yuanyuan	both	m1_s1	strict_no_signal	1.083108263959836e-25	typeI_mH62-125/random_20260901_123420.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_yuanyuan/classified/both_2.csv	7167	1.237530000000000e+02	2.374770000000000e+02	2.113050000000000e+02	1.307080000000000e+03	9.386580000000000e-02	8.801610000000000e+00
204	office	both	m2_s3	strict_no_signal	7.253978778404112e-25	typeI_mH125-220/random_20260823_003839.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_office/classified/both_7.csv	9526	1.255062035253132e+02	2.132668013269266e+02	2.251367457883059e+02	1.498684563153703e+03	9.826902896620012e-01	9.744500726701233e+00
205	office	both	m2_s3	strict_no_signal	5.683992813614947e-24	typeI_mH125-220/random_20260823_182414.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_office/classified/both_6.csv	12049	1.253467262235998e+02	2.535165887841516e+02	2.283694255292554e+02	1.622227796045826e+03	9.664507430254784e-01	8.612755288802312e+00
206	office	both	m2_s3	strict_no_signal	2.117390801419356e-22	typeI_mH125-220/random_20260824_135839.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_office/classified/both_7.csv	2903	1.260985091658223e+02	2.620461485023372e+02	2.611813545479150e+02	1.593735326534692e+03	9.672377819601365e-01	6.903758613388469e+00
207	qiushi	both	m2_s3	strict_no_signal	5.50719277290883e-25	typeI_mH125-220/random_20260823_112743.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_qiushi/classified/both_1.csv	3892	1.263160000000000e+02	2.146160000000000e+02	2.325020000000000e+02	1.367290000000000e+03	9.616400000000001e-01	1.060860000000000e+01
208	qiushi	both	m2_s3	strict_no_signal	1.484243769464202e-26	typeI_mH125-220/random_20260823_112743.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_qiushi/classified/both_1.csv	4421	1.278850000000000e+02	2.157950000000000e+02	2.087610000000000e+02	1.132260000000000e+03	9.531110000000000e-01	1.254840000000000e+01
209	yuanyuan	both	m2_s3	strict_no_signal	5.457373931636039e-26	typeI_mH125-220/random_20260823_112730.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_yuanyuan/classified/both_1.csv	8224	1.256950000000000e+02	2.324230000000000e+02	2.004720000000000e+02	1.125690000000000e+03	9.848910000000000e-01	1.241700000000000e+01
210	yuanyuan	both	m2_s3	strict_no_signal	1.706260192589436e-23	typeI_mH125-220/random_20260824_002709.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_yuanyuan/classified/both_2.csv	10986	1.262340000000000e+02	2.530270000000000e+02	2.558650000000000e+02	1.523370000000000e+03	9.820590000000000e-01	8.494170000000000e+00
211	office	both	m2_s4	strict_no_signal	1.314642907117948e-26	typeI_mH125-220/random_20260823_003839.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_office/classified/both_7.csv	10502	2.113821392361490e+02	2.880652337159721e+02	2.052424752206707e+02	5.820810202440740e+03	9.979724574330595e-01	6.696412353960524e+00
212	office	both	m2_s4	strict_no_signal	4.246824378101726e-26	typeI_mH125-220/random_20260824_135839.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_office/classified/both_7.csv	6120	2.096678425282407e+02	3.255562325095984e+02	2.026557969604368e+02	7.576145536250787e+03	9.927327045013502e-01	4.512916619256540e+00
213	qiushi	both	m2_s4	strict_no_signal	3.698277408721385e-23	typeI_mH125-220/random_20260822_062750.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_qiushi/classified/both_1.csv	2138	1.946650000000000e+02	3.122280000000000e+02	2.814250000000000e+02	4.541620000000000e+03	9.960980000000000e-01	8.281010000000000e+00
214	qiushi	both	m2_s4	strict_no_signal	1.587665200188578e-26	typeI_mH125-220/random_20260823_112743.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_qiushi/classified/both_1.csv	3457	1.465270000000000e+02	2.578610000000000e+02	2.363580000000000e+02	2.099270000000000e+03	9.954360000000000e-01	7.577450000000000e+00
215	yuanyuan	both	m2_s4	strict_no_signal	2.885276750755963e-26	typeI_mH125-220/random_20260823_011757.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_yuanyuan/classified/both_1.csv	6980	1.840340000000000e+02	2.172480000000000e+02	2.254560000000000e+02	3.256250000000000e+03	9.954220000000000e-01	1.015630000000000e+01
216	yuanyuan	both	m2_s4	strict_no_signal	1.777674284546119e-26	typeI_mH125-220/random_20260823_112730.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_yuanyuan/classified/both_1.csv	8215	2.132450000000000e+02	2.263560000000000e+02	2.732620000000000e+02	7.157780000000000e+03	9.971790000000000e-01	4.739600000000000e+00
217	office	both	m2_s5	strict_no_signal	1.097011071590632e-23	typeI_mH125-220/random_20260824_135839.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_office/classified/both_7.csv	5963	1.727880085086090e+02	2.695532088403186e+02	2.559511893187154e+02	5.317583935777511e+03	9.990009616084677e-01	3.571254791309250e+00
218	office	both	m2_s5	strict_no_signal	3.518096163051899e-26	typeI_mH125-220/random_20260824_135839.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_office/classified/both_7.csv	8012	1.791675950175004e+02	2.715559543833937e+02	2.077495268760237e+02	3.911037023615055e+03	9.991065588912219e-01	6.656068405015283e+00
219	qiushi	both	m2_s5	strict_no_signal	2.66818445087747e-23	typeI_mH125-220/random_20260823_112743.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_qiushi/classified/both_1.csv	4455	1.914530000000000e+02	3.141100000000000e+02	3.230320000000000e+02	3.547680000000000e+03	9.996670000000000e-01	9.344379999999999e+00
220	qiushi	both	m2_s5	strict_no_signal	8.587311179759046e-23	typeI_mH125-220/random_20260825_210947.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_qiushi/classified/both_1.csv	7539	2.111420000000000e+02	3.223890000000000e+02	3.389980000000000e+02	6.084390000000000e+03	9.999270000000000e-01	6.273460000000000e+00
221	yuanyuan	both	m2_s5	strict_no_signal	4.683604666636537e-25	typeI_mH125-220/random_20260823_011757.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_yuanyuan/classified/both_1.csv	6859	1.651140000000000e+02	2.572840000000000e+02	2.405070000000000e+02	6.018100000000000e+03	9.992980000000000e-01	3.874110000000000e+00
222	yuanyuan	both	m2_s5	strict_no_signal	8.73913660905624e-26	typeI_mH125-220/random_20260824_002709.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_yuanyuan/classified/both_2.csv	11863	1.619080000000000e+02	2.537550000000000e+02	2.035480000000000e+02	5.430490000000000e+03	9.993370000000000e-01	4.480490000000000e+00
223	office	both	m3_s3	strict_no_signal	1.606080799796628e-29	typeI_mH220-500/random_20260825_014923.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_office/classified/both_7.csv	11661	3.129142074817364e+02	2.090954576969418e+02	3.167479486147945e+02	1.400115423941634e+04	9.896277273418999e-01	6.598409120405977e+00
224	office	both	m3_s3	strict_no_signal	4.188154130324865e-29	typeI_mH220-500/random_20260830_123811.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_office/classified/both_11.csv	6965	3.074289587645682e+02	2.433028108441181e+02	2.206728972319744e+02	1.444847057810738e+04	9.880682677913836e-01	6.276149392493279e+00
225	qiushi	both	m3_s3	strict_no_signal	7.117971350437227e-27	typeI_mH220-500/random_20260828_001210.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_qiushi/classified/both_1.csv	10608	3.022710000000000e+02	4.156600000000000e+02	2.849200000000000e+02	1.370630000000000e+04	9.885910000000000e-01	6.444880000000000e+00
226	qiushi	both	m3_s3	strict_no_signal	6.540968642573765e-30	typeI_mH220-500/random_20260902_194953.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_qiushi/classified/both_2.csv	3339	3.435900000000000e+02	2.578910000000000e+02	2.510090000000000e+02	1.454170000000000e+04	9.852690000000000e-01	8.067740000000001e+00
227	yuanyuan	both	m3_s3	strict_no_signal	4.963022601678855e-31	typeI_mH220-500/random_20260825_015240.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_yuanyuan/classified/both_1.csv	10748	2.878990000000000e+02	2.166530000000000e+02	2.108230000000000e+02	1.389030000000000e+04	9.884490000000000e-01	5.061570000000000e+00
228	yuanyuan	both	m3_s3	strict_no_signal	8.14663013809864e-29	typeI_mH220-500/random_20260826_184019.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_yuanyuan/classified/both_2.csv	1116	2.978600000000000e+02	2.860690000000000e+02	2.608830000000000e+02	1.279230000000000e+04	9.897120000000000e-01	6.713770000000000e+00
229	office	both	m3_s4	strict_no_signal	3.072417081190541e-27	typeI_mH220-500/random_20260829_222735.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_office/classified/both_11.csv	2835	3.256710491334840e+02	3.702444327231921e+02	2.912832263667738e+02	8.184501811879552e+03	9.970212618119589e-01	1.273790363724678e+01
230	office	both	m3_s4	strict_no_signal	2.6493209290213e-29	typeI_mH220-500/random_20260830_123811.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_office/classified/both_11.csv	7162	4.302497466863418e+02	3.611764253762198e+02	4.105794809994163e+02	1.444118394204443e+04	9.974738132426132e-01	1.262318793318832e+01
231	qiushi	both	m3_s4	strict_no_signal	7.587498105675151e-28	typeI_mH220-500/random_20260820_084408.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_qiushi/classified/both.csv	11272	2.394270000000000e+02	2.571230000000000e+02	2.189160000000000e+02	8.041920000000000e+03	9.956990000000000e-01	6.142420000000000e+00
232	qiushi	both	m3_s4	strict_no_signal	9.96465438802165e-28	typeI_mH220-500/random_20260902_194953.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_qiushi/classified/both_2.csv	3082	3.203980000000000e+02	2.033740000000000e+02	3.278250000000000e+02	1.409150000000000e+04	9.983630000000000e-01	6.558410000000000e+00
233	yuanyuan	both	m3_s4	strict_no_signal	3.988842966859166e-27	typeI_mH220-500/random_20260830_180625.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_yuanyuan/classified/both_2.csv	112	3.424290000000000e+02	4.347000000000000e+02	3.325730000000000e+02	1.499600000000000e+04	9.904240000000000e-01	7.646960000000000e+00
234	yuanyuan	both	m3_s4	strict_no_signal	6.222429992908138e-24	typeI_mH220-500/random_20260830_180625.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_yuanyuan/classified/both_2.csv	466	2.281040000000000e+02	3.967580000000000e+02	2.200690000000000e+02	1.386170000000000e+04	9.919510000000000e-01	3.643220000000000e+00
235	office	both	m3_s5	strict_no_signal	1.380499267042277e-21	typeI_mH220-500/random_20260830_123811.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_office/classified/both_11.csv	8310	2.586680826212176e+02	4.439869814836204e+02	2.567466256137397e+02	1.377666494056316e+04	9.995832349707671e-01	4.728268778795177e+00
236	office	both	m3_s5	strict_no_signal	2.782766163476637e-26	typeI_mH220-500/random_20260902_020759.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_office/classified/both_10.csv	3507	2.727151299978690e+02	3.529377450515985e+02	2.583986627358201e+02	1.361726121492636e+04	9.994827265546313e-01	5.171890215420207e+00
237	qiushi	both	m3_s5	strict_no_signal	9.673253280410603e-27	typeI_mH220-500/random_20260826_184030.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_qiushi/classified/both_1.csv	8527	2.983760000000000e+02	2.548840000000000e+02	3.226770000000000e+02	6.383840000000000e+03	9.995670000000000e-01	1.368800000000000e+01
238	qiushi	both	m3_s5	strict_no_signal	4.014019942615469e-26	typeI_mH220-500/random_20260902_194953.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_qiushi/classified/both_2.csv	3191	2.376740000000000e+02	3.361430000000000e+02	2.466990000000000e+02	9.012760000000000e+03	9.991310000000000e-01	4.144790000000000e+00
239	yuanyuan	both	m3_s5	strict_no_signal	8.971730982976205e-27	typeI_mH220-500/random_20260825_015240.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_yuanyuan/classified/both_1.csv	9929	2.872510000000000e+02	3.444160000000000e+02	2.610050000000000e+02	1.287840000000000e+04	9.996510000000000e-01	5.352310000000000e+00
240	yuanyuan	both	m3_s5	strict_no_signal	2.637145203240322e-24	typeI_mH220-500/random_20260830_180625.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_yuanyuan/classified/both_1.csv	11485	2.468360000000000e+02	4.165660000000000e+02	2.451590000000000e+02	6.880110000000000e+03	9.997210000000000e-01	7.764470000000000e+00
