yuktype	L1	L2	L3	L4	L5	m12sq	tbeta
1	0.81419042065129499	0.2726866425670808	3.9646066758121505	-1.79413241138903	-2.0476323251471253	1386.0546826016782	3.337036301464257
1	0.814290420651295	0.27258664256708082	3.9646066758121505	-1.79413241138903	-2.0476323251471253	1386.0546826016782	3.337036301464257
1	0.814290420651295	0.2726866425670808	3.9650031364797318	-1.79413241138903	-2.0476323251471253	1386.0546826016782	3.337036301464257
1	0.814290420651295	0.2726866425670808	3.9646066758121505	-1.7939529981478912	-2.0476323251471253	1386.0546826016782	3.337036301464257
1	0.814290420651295	0.2726866425670808	3.9646066758121505	-1.79413241138903	-2.0474275619146107	1386.0546826016782	3.337036301464257
1	0.814290420651295	0.2726866425670808	3.9646066758121505	-1.79413241138903	-2.0476323251471253	1386.0546826016782	3.3367025978341105
1	0.81428539808683376	0.27271435008467326	3.9646005342533042	-1.7940774645155089	-2.0476515227423437	1386.1475502187307	3.3368336020002105
1	0.81431751230431748	0.27272806035795094	3.9645482797721945	-1.7941236826741211	-2.0475642463308046	1385.9477064753974	3.3370888303311368
1	0.81434462150014397	0.27269214679302545	3.9644686231940649	-1.7941847625457894	-2.0476436515721046	1386.1455680961692	3.337120579352153
1	0.81432994596925279	0.2727414737663395	3.9646109901255238	-1.7942180866892925	-2.0477324926108924	1386.0805608278524	3.3371037169449225
