sample_id	machine	category	branch	validation_stratum	edge_score	strict_snr	source	file	line	mH	mA	mHc	m12sq	sba	tb
6	qiushi	both	light	physical_boundary	0.2556666666666672	2.417979311722023e-08	typeI_mH62-125/random_20260816_190708.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_qiushi/classified/both.csv	4379	6.981710000000000e+01	3.028840000000000e+02	2.875440000000000e+02	5.003310000000000e+02	1.258720000000000e-01	5.961060000000000e+00
