yuktype	L1	L2	L3	L4	L5	m12sq	tbeta	Dm11sq	Dm22sq	Dm12sq	DL1	DL2	DL3	DL4	DL5	DT1	DT2	DT3	status_nlo_stability	status_ewsr	status_tracing	status_coex_pairs	runtime	status_crit_0	T_crit_0	omega_CB_crit_false_0	omega_1_crit_false_0	omega_2_crit_false_0	omega_CP_crit_false_0	omega_CB_crit_true_0	omega_1_crit_true_0	omega_2_crit_true_0	omega_CP_crit_true_0	status_bounce_sol_0	status_nucl_approx_0	T_nucl_approx_0	omega_CB_nucl_approx_false_0	omega_1_nucl_approx_false_0	omega_2_nucl_approx_false_0	omega_CP_nucl_approx_false_0	omega_CB_nucl_approx_true_0	omega_1_nucl_approx_true_0	omega_2_nucl_approx_true_0	omega_CP_nucl_approx_true_0	status_nucl_0	T_nucl_0	omega_CB_nucl_false_0	omega_1_nucl_false_0	omega_2_nucl_false_0	omega_CP_nucl_false_0	omega_CB_nucl_true_0	omega_1_nucl_true_0	omega_2_nucl_true_0	omega_CP_nucl_true_0	status_perc_0	T_perc_0	omega_CB_perc_false_0	omega_1_perc_false_0	omega_2_perc_false_0	omega_CP_perc_false_0	omega_CB_perc_true_0	omega_1_perc_true_0	omega_2_perc_true_0	omega_CP_perc_true_0	status_compl_0	T_compl_0	omega_CB_compl_false_0	omega_1_compl_false_0	omega_2_compl_false_0	omega_CP_compl_false_0	omega_CB_compl_true_0	omega_1_compl_true_0	omega_2_compl_true_0	omega_CP_compl_true_0	status_gw_0	T_star_0	T_reh_0	v_wall_0	alpha_PT_0	beta/H_0	kappa_col_0	kappa_sw_0	eps_turb_0	cs_f_0	cs_t_0	fb_col_0	h2Omegab_col_0	f_1_sw_0	f_2_sw_0	h2Omega_2_sw_0	f_1_turb_0	f_2_turb_0	h2Omega_2_turb_0	SNR(LISA-3yrs)_col_0	SNR(LISA-3yrs)_sw_0	SNR(LISA-3yrs)_turb_0	SNR(LISA-3yrs)_0	transition_history
3	4.0866241941672206	0.2582849781942862	3.556901819172634	-1.783927596632666	-1.5350085508265986	1079.84	12.4592	10319.484484045188	2547.8276255787973	152.91279578704967	-4.9874197824388524	-0.091745519240846798	-0.097366700381735047	0	0.0012774842670429522	0	0	0	success	non_bfb	success	success	24.66	success	113.62952873249426	-8.5877925170739503e-11	295.81098350114451	37.968460966182107	9.1926141331855583e-12	-1.725775222153133e-10	21.896302083675529	224.41164716345969	-3.8001203490366245e-09	success	not_met	nan	nan	nan	nan	nan	nan	nan	nan	nan	success	45.759763048114849	-2.5142974167607111e-11	275.27554945499418	67.7489715454156	2.2671500072152558e-11	-1.1362415689382334e-09	20.048959368230584	245.82645109145881	1.7377394137072044e-09	success	37.908962264214104	2.7306964484255544e-11	273.33656616146521	71.26910254545561	3.1367733473672474e-11	7.2623477293484698e-10	19.923564786579313	245.85761871421326	5.8107578703598179e-11	success	35.434949417189976	-9.6748850781507096e-11	272.79425715112785	72.254071646936907	-7.372755038993026e-11	-2.5855653521108264e-10	19.889276627576347	245.83138760045381	4.8099976234020806e-10	success	37.910725371926354	48.352488195235303	0.94999999999999996	1.6462260088537748	15.798859779622536	0	0.750687348576068	0.10000000000000001	0.59504011226684439	0.58039390553497994	1.377880701950508e-05	0	1.5419826016136373e-05	9.888794178678791e-05	1.3648399741674545e-09	5.5883879825371828e-06	0.00016961808617750013	6.0077910044427846e-13	0	145.39530478516429	0.47718457029819139	145.81084858991721	0-(0)->1
3	4.087441600746712	0.2582849781942862	3.556901819172634	-1.783927596632666	-1.5350085508265986	1079.84	12.4592	10320.456608380688	2547.8304744469729	152.90901967591901	-4.9871317681838292	-0.091745518008701607	-0.097380465698562249	0	0.0012765294891119601	0	0	0	success	non_bfb	success	success	25.256	success	114.21984068808649	1.974035841499835e-11	295.44887189338328	38.035472699838422	-1.8895220163613263e-11	-3.1030446899075777e-10	21.908173081134159	223.92882005833494	-7.7130243029282668e-10	success	success	45.699333698537032	4.3907121459572313e-11	274.28279611254231	68.905451448233364	-8.0212190846219826e-11	-1.5205408111280534e-10	20.048014602265489	245.82774266645083	7.400986631408817e-10	success	50.544342805740939	-1.4748412607346465e-11	275.66526315633217	66.421027363029822	1.30734478433301e-10	1.2596953670250759e-09	20.138938281007047	245.68786859064517	-1.0487982668757532e-09	success	44.938913992030209	4.5492859984690463e-11	274.0725791275936	69.285000471550489	6.3427660095364594e-11	-2.9185901656613447e-10	20.03472155553192	245.84015775016263	3.5596642847399663e-09	success	43.84782062548053	-1.6810164915623399e-11	273.77473298391016	69.823264714288342	1.0551929513652769e-11	1.681690075569553e-09	20.016116017100781	245.85396557456878	-5.2967859137742684e-10	success	44.938785932928909	44.938785932928909	0.94999999999999996	0.81759029484688006	90.819371377085687	0	0.55819626451897519	0.10000000000000001	0.5923446835851105	0.57709803868456266	7.3867073318381886e-05	0	3.7867778488427871e-05	0.00024117860252802331	8.7359551735478648e-11	1.0063045183929647e-05	0.0004165455633727066	2.487420422246287e-14	0	92.058744093648244	0.12420464409815905	92.161688443012693	0-(0)->1
3	4.087032897456966	0.25818497819428621	3.556901819172634	-1.783927596632666	-1.5350085508265986	1079.84	12.4592	10320.332371729417	2547.8129300700593	152.93780604995007	-4.9881293145667147	-0.091746775150151907	-0.097370271476694914	0	0.0012781118717523497	0	0	0	success	non_bfb	success	success	26.783999999999999	success	113.54020025704141	9.3546579765731173e-11	295.82445767348054	37.963445784377058	-8.7266649400599199e-12	1.400303810693519e-09	21.895323618462072	224.4767583011041	1.3775724619956171e-09	success	not_met	nan	nan	nan	nan	nan	nan	nan	nan	nan	success	44.963182518012836	3.5462154792452703e-11	275.16057246369473	67.98473265560979	-7.5083784165168453e-11	6.5946671135148824e-10	20.035077207778247	245.83984916590197	1.2737584013594753e-09	success	36.29003551203644	2.4331386697972998e-11	273.08649540780044	71.753874034779699	1.919851178286641e-11	3.2517908263892489e-10	19.900824808472716	245.84205874260545	3.5518619516809592e-10	success	33.104277289944591	9.2615017628168555e-11	272.44042918011451	72.920219428539767	6.1954384075971215e-11	-4.6064642068402525e-10	19.859664911388943	245.79690474990824	2.4531433192678221e-10	success	36.29003551203644	47.648355258075014	0.94999999999999996	1.9719540040104584	1.6472714288041799	0	0.79551392435297041	0.10000000000000001	0.59579756806681794	0.58140761645182293	1.4143354681167587e-06	0	1.1438806101365191e-05	7.3391215650895269e-05	2.7323070636350446e-09	4.4073567476720743e-06	0.0001258268671150171	1.3543542083668436e-12	0	127.9008140957018	0.5438149885133875	128.3804676660331	0-(0)->1
3	4.087032897456966	0.25838497819428619	3.556901819172634	-1.783927596632666	-1.5350085508265986	1079.84	12.4592	10319.608768822482	2547.845182461037	152.88401331871347	-4.9864223682812145	-0.091744262183285699	-0.097376893986276747	0	0.0012759020260077907	0	0	0	success	non_bfb	success	success	32.817	success	114.30883719074933	1.5942579793283999e-11	295.43541858971565	38.040435120411267	-1.1501473535858042e-10	1.8283049043667039e-10	21.909054085529846	223.86285744529232	1.6898666079809155e-09	success	success	46.4125232612638	5.0989791068283539e-11	274.38535197425733	68.693213361754459	-7.2207741079392314e-11	8.138541835388214e-10	20.060666700255052	245.81366774118806	-1.7362346793745614e-09	success	51.048364744540521	1.1696004352864815e-11	275.7244462219341	66.28999434528734	6.7164955780330733e-11	2.2463627358361364e-12	20.148934696214496	245.66644696557762	-1.8628275394459177e-09	success	45.60199885923916	-1.3653067825849708e-10	274.15780639539105	69.103570702422161	1.1478854499604404e-10	3.4302928440787364e-10	20.046243159544176	245.82922014832974	-4.9411861955383057e-10	success	44.541239723586159	-4.7713954715278053e-11	273.86350971053696	69.634872677317901	-1.0292073542219307e-11	-1.3792961760763961e-09	20.027824759061847	245.84548127754886	4.5083632325399185e-10	success	45.60201845716611	45.60201845716611	0.94999999999999996	0.77016438290858735	97.771902140336636	0	0.54218861201132462	0.10000000000000001	0.59212782214160253	0.57685347734677217	8.0717107832758327e-05	0	3.9867311584078393e-05	0.00025374714559561534	7.3971178114698466e-11	1.0268885887518105e-05	0.00043854042742486228	2.0397058574160738e-14	0	87.857412872743865	0.11191190142491031	87.949984253030493	0-(0)->1
3	4.087032897456966	0.2582849781942862	3.5565461289907168	-1.783927596632666	-1.5350085508265986	1079.84	12.4592	10320.006044546873	2547.2377121804761	152.9140461979249	-4.9874648247160804	-0.091732061471752807	-0.097376628909415258	0	0.0012784306286643817	0	0	0	success	non_bfb	success	success	24.305	success	114.07064100957626	4.8712522306937749e-11	295.637322647676	38.036729635840665	-1.0770028869424949e-10	-2.4120707056105326e-09	21.901261056012892	224.04677135840191	-2.1625553829705298e-09	success	success	43.988293567453496	-1.2581100184055892e-11	274.16868193855504	69.481739651147706	8.8670966003529183e-11	1.4589974224945353e-11	20.018461558695183	245.8520910334135	-9.7804367263046317e-10	success	49.432912823577546	-1.378361914131018e-10	275.67821539488671	66.76045147554288	-3.6024970091551751e-11	1.5735662749655376e-09	20.117075682766266	245.72945360132377	1.9136432267225553e-10	success	43.488213419513855	-9.903535433227298e-11	274.03539287569248	69.723008286532234	-1.7840010908327347e-10	8.3692902689856285e-10	20.010089224584618	245.8571846292898	6.4152845862724396e-10	success	42.229618360614687	4.507053558883697e-11	273.70464414278473	70.322054231664779	-7.1172369013596525e-11	3.775505220582898e-10	19.989535190633589	245.86602444460502	7.8162579620031789e-11	success	43.488300176540733	43.488300176540733	0.94999999999999996	0.93569055398336343	76.809318427159141	0	0.59445110371753607	0.10000000000000001	0.59284109428076437	0.57766898088774166	6.0418975978212713e-05	0	3.0665167589318018e-05	0.00019560490339557771	1.5018520180044098e-10	8.7176179910206175e-06	0.00033731684348249825	4.6523453902914734e-14	0	95.228449420737959	0.15578991332641129	95.358848696092394	0-(0)->1
3	4.087032897456966	0.2582849781942862	3.5572575093545513	-1.783927596632666	-1.5350085508265986	1079.84	12.4592	10319.935072065282	2548.420397768999	152.90776094693354	-4.9870865429177282	-0.091758976113531954	-0.097370538426188355	0	0.0012755830538387662	0	0	0	success	non_bfb	success	success	25.605	success	113.77971075372233	-1.3015308964679065e-10	295.62235785497859	37.967299186868587	6.5895216155653243e-14	1.3540288732736002e-09	21.903274874476484	224.29436804240834	6.4801655201165418e-10	success	success	39.626069525668711	-2.7141110787455345e-11	273.36893803705107	70.833948394847496	1.5609326738132603e-10	-4.6663042173252036e-10	19.949103497576033	245.8678856120284	6.1910950476734182e-10	success	47.296610768951489	6.8303073346086652e-11	275.34743975309357	67.250748518842784	-5.5988087785868556e-11	1.1272346687193842e-09	20.076710944881526	245.79390604092555	-3.0729722817399666e-10	success	40.466362723393274	3.3053802459885863e-11	273.57259643212944	70.464178182817875	4.5042229128557097e-11	-6.8554418259718489e-10	19.961897164104698	245.86987023539936	5.4938485533186726e-11	success	38.71940924424937	-1.1746506373211935e-11	273.15346140956052	71.225148502490597	-1.4060210354832568e-11	1.163627012428444e-09	19.93543587641522	245.86351841822955	-6.0694947515558078e-10	success	40.466767380638181	49.599103270352835	0.94999999999999996	1.2568424769591349	69.892075778371051	0	0.67379459754334181	0.10000000000000001	0.59396195507668814	0.57901764473565132	6.2614739269796239e-05	0	2.3303665765823615e-05	0.00014918824415353495	4.8100800789388836e-10	7.5704914259408701e-06	0.00025634032342405981	1.7869248261916568e-13	0	153.71740082840071	0.34504927986141515	154.01012273847519	0-(0)->1
3	4.087032897456966	0.2582849781942862	3.556901819172634	-1.7841059893923292	-1.5350085508265986	1079.84	12.4592	10320.459890367121	2547.7739502949148	152.9210121411711	-4.9876468496745403	-0.091747660533474579	-0.097390462561749019	0	0.0012789858950068215	0	0	0	success	non_bfb	success	success	24.323	success	113.88511323595611	1.2088736356470546e-11	295.69603648225137	38.008990768659814	-5.9017760874122382e-12	7.6331057113242699e-11	21.899997013239876	224.20301393562974	2.3176217541023707e-09	success	success	41.520498709795234	-2.7660411963961799e-11	273.78781912963967	70.262466283329445	1.3406733703704879e-10	1.4878343523478185e-09	19.978266227112254	245.8687838048628	-1.2924360652301294e-09	success	48.077528848549917	1.136481552881823e-10	275.53196729399423	67.108171690234968	9.1809701606419852e-11	7.6913183328889441e-10	20.091252855122853	245.77268302137614	-1.3324821768876386e-10	success	41.57079739701242	1.4247841707102141e-11	273.80051387248142	70.239433920031416	-1.8143520234917026e-10	-2.6947180613328258e-09	19.979056578477081	245.86865325537875	8.5790331090838107e-10	success	40.046191171175579	8.882636947535164e-11	273.42128081635485	70.927593482188655	5.6159260822790444e-11	1.4466545253381679e-09	19.955598404843464	245.86887645166334	1.0724472500928805e-09	success	41.568729407916528	50.194933240985549	0.94999999999999996	1.1260453480042101	58.970856375387569	0	0.64428845704178961	0.10000000000000001	0.59353779440555787	0.57851259775258745	5.3494224103804802e-05	0	2.7370576841244568e-05	0.00017498606844993926	3.1568968842634455e-10	8.479340391869276e-06	0.00030107634525369022	1.0971654952996246e-13	0	151.53021612126568	0.2937160348146986	151.7775335555333	0-(0)->1
3	4.087032897456966	0.2582849781942862	3.556901819172634	-1.7837492038730027	-1.5350085508265986	1079.84	12.4592	10319.481235751884	2547.8841337813928	152.90080452347621	-4.9869047658471573	-0.091743376375509861	-0.09735670377361097	0	0.0012750282488296649	0	0	0	success	non_bfb	success	success	22.954000000000001	success	113.96513397826465	-6.5081957983500929e-11	295.56370971590979	37.995008996868044	-1.7715976655951532e-11	-1.6729255184162182e-10	21.904615922024743	224.13872514994981	1.2311491602108354e-10	success	success	42.79509963482316	-6.240555176877532e-11	273.89695596997137	69.784527502798255	2.4560481875357537e-12	6.642432904635714e-11	19.998615815572098	245.8630615430132	1.1274087072626982e-09	success	48.71925020935808	-7.8757630296398637e-11	275.50503342717468	66.881618345082757	-4.6529452668172575e-12	-2.4246917324573562e-09	20.103341900207997	245.75366100501859	-5.2877201756690482e-10	success	42.534430836256604	2.1134079580399618e-11	273.82933720726624	69.907049315885985	-1.9219175824269451e-10	1.106286781493655e-09	19.994381975144876	245.86470697632029	1.6984502335959606e-10	success	41.161354946199602	-6.378671217257333e-11	273.4783070718355	70.54334289235247	9.5260830658532667e-11	-3.8486756304921255e-10	19.972609598040819	245.86962537069482	9.3940724814221512e-10	success	42.534973657251712	50.734789879040171	0.94999999999999996	1.0241318170434786	64.309510598688306	0	0.61877030094970531	0.10000000000000001	0.59317747810194565	0.57807544332636962	5.8990921914296025e-05	0	3.2167702681273505e-05	0.00020541341650388866	2.0907229240754813e-10	9.5452998489698868e-06	0.00035384472949400857	6.8305796557117907e-14	0	149.55782759727663	0.25088041417972068	149.76740768817686	0-(0)->1
3	4.087032897456966	0.2582849781942862	3.556901819172634	-1.783927596632666	-1.5351620516816813	1079.84	12.4592	10320.57896298718	2547.9738424342459	152.91058870529014	-4.9873096109892998	-0.091754003757170147	-0.097398639253668581	0	0.0012750135537565183	0	0	0	success	non_bfb	success	success	29.068999999999999	success	114.01750853718522	-4.9990982705848072e-11	295.61837124941303	38.019129506323374	8.5182445775694041e-11	-3.6875956426681678e-10	21.902605268160929	224.09470599124805	5.9599362437431451e-09	success	success	43.405871272504903	-3.8791351876527921e-11	274.0523263150306	69.635124949542387	2.6089430608170475e-11	-2.1953634221138585e-09	20.008707436583041	245.85815877725145	1.5899080484967115e-09	success	49.076982498382648	-6.9112111982994574e-11	275.6085676685542	66.82759858400631	2.6744053604983508e-11	-1.7848490730768866e-09	20.110215310749503	245.74193014866452	-9.3100876983792861e-10	success	43.010921457752239	6.4863916875768796e-11	273.94843622319564	69.823281847094947	5.9771399098192288e-11	7.8785629296922677e-10	20.002192213338819	245.86141138737455	1.3853620554735845e-09	success	41.715066327482468	3.850715541410344e-11	273.61241164711674	70.432155002580487	1.3886407139414658e-10	1.8309830137535713e-13	19.981329826015298	245.86827990948768	8.3408134658175679e-11	success	43.012170782723629	43.012170782723629	0.94999999999999996	0.97869827175446955	69.957831407713968	0	0.60655183067984864	0.10000000000000001	0.59300880021794289	0.5778694810373578	5.4415723777554322e-05	0	2.9212403035315873e-05	0.00018643850389449016	1.7225985263648183e-10	8.4855917149855804e-06	0.0003213364333884746	5.4665754842936515e-14	0	96.938133615201991	0.16648889052561197	97.07783316379107	0-(0)->1
3	4.087032897456966	0.2582849781942862	3.556901819172634	-1.783927596632666	-1.5348550499715161	1079.84	12.4592	10319.362183230756	2547.6842415841261	152.911230079625	-4.9872420654424472	-0.091737033544803032	-0.097348527784709607	0	0.0012790008466783916	0	0	0	success	non_bfb	success	success	32.048999999999999	success	113.83275007892476	-1.0365748821994256e-10	295.64137575364504	37.984850579822108	1.4436673156373372e-10	1.7203441616599226e-10	21.90198196619361	224.246827536555	-4.5836018200197638e-09	success	success	40.691477393844991	-2.418828066970026e-11	273.58720357021269	70.494557988888602	-1.6054709730454249e-10	1.4855789248284874e-10	19.965360795501994	245.86985901902034	-1.6021861839940422e-10	success	47.702200619066446	-3.4299231136114084e-11	275.42621711009701	67.166530707325094	8.6447417798767202e-11	2.305752010585494e-09	20.08421240918198	245.78317093003551	4.5242183753881374e-10	success	41.043661866752778	-8.7522268865400741e-11	273.67447976247024	70.336153092028127	-2.8139355498132664e-11	-2.5161129246736694e-10	19.970785511386584	245.86972184053695	1.0619679685340588e-09	success	39.416671612148043	5.8792443734204962e-12	273.27662872382928	71.058284838361175	-6.6591555176382513e-11	-8.8581769255854304e-11	19.945930025511451	245.86689897999707	1.8121364983284796e-10	success	41.04580065596808	49.907550080346411	0.94999999999999996	1.1856976157485504	47.685354455681541	0	0.658179391485476	0.10000000000000001	0.59373514908376157	0.57875980505159785	4.2998297631687075e-05	0	2.5912760316397388e-05	0.00016577624564602305	3.7084829108702244e-10	8.2115287446342847e-06	0.00028504036348037131	1.3248121626842028e-13	0	155.24726889233983	0.31775430775222901	155.51552246700291	0-(0)->1
