input_row	diagnostic
1	region-v2: exact_nlo_reject:no_nlo_stability
2	region-v2: exact_nlo_reject:no_nlo_stability
3	region-v2: exact_nlo_reject:no_nlo_stability
4	region-v2: exact_nlo_reject:no_nlo_stability
