sample_id	machine	category	branch	validation_stratum	edge_score	strict_snr	source	file	line	mH	mA	mHc	m12sq	sba	tb
1	office	both	heavy	interior	0.6337331591487185	1.987334481347909	typeI_mH125-220/async_mcmc_20260903_212216.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_office/classified/both_13.csv	422	1.770686337088840e+02	4.680775344343457e+02	4.725571224482318e+02	2.782868628731317e+03	9.985879498040423e-01	1.102708536079379e+01
2	office	both	heavy	interior	0.310978741654902	2.42440531287942	typeI_mH125-220/async_mcmc_20260903_212216.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_office/classified/both_13.csv	2391	1.808864164621613e+02	4.771176896826277e+02	4.745070315514508e+02	5.346811930135999e+03	9.982248510843618e-01	5.764464146728649e+00
3	office	both	heavy	interior	0.11180356942729665	2.155225975111	typeI_mH125-220/async_mcmc_20260903_212216.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_office/classified/both_13.csv	4774	1.809624379048604e+02	4.665611026909511e+02	4.732693168565889e+02	3.443327738128714e+03	9.974870572858979e-01	9.377122522557237e+00
4	office	both	heavy	interior	0.3742507120912203	1.641947574921423	typeI_mH125-220/async_mcmc_20260903_212216.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_office/classified/both_13.csv	7397	1.632416066989618e+02	4.611855055581794e+02	4.645849773252049e+02	4.146160805150779e+03	9.982960320511026e-01	5.657909752055015e+00
5	office	both	heavy	interior	0.09848256437313978	2.139563536241526	typeI_mH125-220/async_mcmc_20260903_212216.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_office/classified/both_13.csv	8222	1.721017459587035e+02	4.728809245386896e+02	4.669719706763012e+02	4.419542677219309e+03	9.975165441866681e-01	6.267613483637089e+00
6	office	both	heavy	interior	0.5832164473105803	1.769341137243694	typeI_mH125-220/async_mcmc_20260903_115445.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_office/classified/both_12.csv	9515	1.788550267681359e+02	4.771433588490705e+02	4.701986781352113e+02	6.110150752438282e+03	9.985311185032244e-01	4.575609765237282e+00
7	office	both	heavy	interior	0.11622208232337894	2.232762605506043	typeI_mH125-220/async_mcmc_20260903_212216.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_office/classified/both_13.csv	9518	1.664270898910916e+02	4.630535264972661e+02	4.682315856415199e+02	4.298937624790669e+03	9.979161855324148e-01	6.112318749412859e+00
8	office	both	heavy	interior	0.020197805459728595	1.641487283899978	typeI_mH125-220/async_mcmc_20260903_212216.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_office/classified/both_13.csv	10764	1.725312885726833e+02	4.673734343753025e+02	4.685853027028862e+02	3.297778622089770e+03	9.976741374078965e-01	8.649366930656761e+00
9	office	both	heavy	interior	0.07192052117283368	3.753565388082663	typeI_mH125-220/async_mcmc_20260903_212216.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_office/classified/both_12.csv	12133	1.909450264428597e+02	4.623642311504114e+02	4.666794624207814e+02	2.789660131010875e+03	9.951589811634414e-01	1.300388929110331e+01
10	qiushi	both	heavy	interior	0.6442499999999995	54.69156506598905	typeI_mH220-500/random_20260816_071725.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_qiushi/classified/both.csv	2521	3.799660000000000e+02	3.870800000000000e+02	3.484250000000000e+02	1.041780000000000e+04	9.948110000000000e-01	1.367370000000000e+01
11	qiushi	both	heavy	interior	0.06948333333333305	1.167733380225236	typeI_mH125-220/random_20260825_210947.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_qiushi/classified/both_1.csv	7257	1.707830000000000e+02	4.535960000000000e+02	4.577650000000000e+02	2.091160000000000e+03	9.946130000000000e-01	1.373350000000000e+01
12	office	both	light	interior	0.1874854686368001	1.073079042368043	typeI_mH62-125/random_20260901_123251.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_office/classified/both_9.csv	6991	1.094577839432097e+02	2.493420800196095e+02	2.380929519014015e+02	6.500117484659488e+02	1.202009561215202e-01	1.706544827347408e+01
13	office	both	light	interior	0.10532387405432075	1.415863460805451	typeI_mH62-125/random_20260831_095833.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_office/classified/both_8.csv	11093	1.006837605906030e+02	3.573922696538440e+02	3.637117020971032e+02	7.801450029133505e+02	8.724923117180766e-02	1.004695129099604e+01
14	qiushi	both	light	interior	0.26869841269841266	1.082005853697239	typeI_mH62-125/random_20260816_190708.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_qiushi/classified/both.csv	5677	1.192410000000000e+02	3.026060000000000e+02	3.083640000000000e+02	9.943790000000000e+02	1.330210000000000e-01	1.285860000000000e+01
15	qiushi	both	light	interior	0.13178333333333303	58.7814977784164	typeI_mH62-125/random_20260817_182439.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_qiushi/classified/both.csv	7780	1.149990000000000e+02	3.037600000000000e+02	3.116670000000000e+02	9.136910000000000e+02	1.544190000000000e-01	1.281350000000000e+01
16	qiushi	both	light	interior	0.017100000000000174	38.78984740004778	typeI_mH62-125/random_20260818_171842.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_qiushi/classified/both.csv	9302	1.108260000000000e+02	3.073770000000000e+02	3.084030000000000e+02	8.057300000000000e+02	1.249330000000000e-01	1.334280000000000e+01
17	qiushi	both	light	interior	0.05587301587301563	8.726802800331509	typeI_mH62-125/random_20260818_235435.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_qiushi/classified/both.csv	9983	1.175650000000000e+02	3.143150000000000e+02	3.134140000000000e+02	1.002330000000000e+03	1.479720000000000e-01	1.238380000000000e+01
18	yuanyuan	both	light	interior	0.02946666666666715	8.702872371144572	typeI_mH62-125/random_20260813_154904.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_yuanyuan/classified/both.csv	389	1.101760000000000e+02	3.033810000000000e+02	3.051490000000000e+02	8.264010000000000e+02	1.469790000000000e-01	1.286970000000000e+01
19	yuanyuan	both	light	interior	0.3980952380952387	7.968216119678599	typeI_mH62-125/random_20260813_154904.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_yuanyuan/classified/both.csv	658	1.202600000000000e+02	3.188880000000000e+02	3.058320000000000e+02	9.930280000000000e+02	1.349250000000000e-01	1.335770000000000e+01
20	yuanyuan	both	light	interior	0.0018833333333333258	7.60532162683698	typeI_mH62-125/random_20260813_231224.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_yuanyuan/classified/both.csv	1838	8.949110000000000e+01	3.076090000000000e+02	3.074960000000000e+02	7.088500000000000e+02	9.418530000000000e-02	8.623830000000000e+00
21	yuanyuan	both	light	interior	0.03959999999999961	163.2926015607177	typeI_mH62-125/random_20260831_090924.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_yuanyuan/classified/both_2.csv	3825	1.043480000000000e+02	3.729490000000000e+02	3.753250000000000e+02	9.277580000000000e+02	1.404430000000000e-01	9.289210000000001e+00
22	yuanyuan	both	light	interior	0.09623333333333335	17.43060802859633	typeI_mH62-125/random_20260816_190714.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_yuanyuan/classified/both.csv	5683	1.156400000000000e+02	3.054270000000000e+02	2.996530000000000e+02	9.579299999999999e+02	1.261450000000000e-01	1.262630000000000e+01
23	yuanyuan	both	light	interior	0.05563333333333371	1.601485318192452	typeI_mH62-125/random_20260816_190714.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_yuanyuan/classified/both.csv	7108	1.137970000000000e+02	3.081160000000000e+02	3.114540000000000e+02	8.760520000000000e+02	1.338340000000000e-01	1.305350000000000e+01
24	yuanyuan	both	light	interior	0.10866666666666637	15.33678117464675	typeI_mH62-125/random_20260818_171759.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_yuanyuan/classified/both.csv	11296	1.152990000000000e+02	3.072170000000000e+02	3.006970000000000e+02	1.013740000000000e+03	1.326770000000000e-01	1.187540000000000e+01
25	office	both	heavy	numeric_boundary	1.0	7.83361943838212e-14	typeI_mH220-500/random_20260829_222735.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_office/classified/both_11.csv	1019	2.333499329848362e+02	5.159628184786563e+02	2.166741738308349e+02	5.426753041444939e+03	9.971116404964971e-01	8.961118602124866e+00
26	office	both	heavy	numeric_boundary	1.0	4.664663957835921e-06	typeI_mH220-500/random_20260831_005128.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_office/classified/both_12.csv	2067	2.599481056499580e+02	5.834472906958171e+02	2.478414908863852e+02	1.048832985735078e+04	9.906701232494907e-01	5.633192570508984e+00
27	office	both	heavy	numeric_boundary	0.8896541785128684	5.799196725864291e-10	typeI_mH125-220/async_mcmc_20260903_212216.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_office/classified/both_13.csv	4173	1.301724603822093e+02	3.648589716633787e+02	3.724533508925620e+02	1.346645740349000e+03	9.972866057966346e-01	1.083227051276752e+01
28	office	both	heavy	numeric_boundary	0.9107520015924929	1.371626148254964e-06	typeI_mH125-220/async_mcmc_20260903_212216.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_office/classified/both_13.csv	6865	1.291834999253519e+02	4.166072242802094e+02	4.120574267389528e+02	1.370483919010727e+03	9.972240476920206e-01	1.056031923816247e+01
29	office	both	heavy	numeric_boundary	0.9064589954286743	1.310212553885078e-06	typeI_mH125-220/async_mcmc_20260903_212216.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_office/classified/both_13.csv	7178	1.293847345892809e+02	4.149152218895237e+02	4.171185229249579e+02	1.331715776979719e+03	9.965440445376358e-01	1.101037252115463e+01
30	office	both	heavy	numeric_boundary	1.0	4.506991884766082e-05	typeI_mH125-220/async_mcmc_20260903_212216.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_office/classified/both_13.csv	7623	2.072794115292186e+02	5.799642322699889e+02	2.069954548814859e+02	3.797406817112771e+03	9.975059724423996e-01	1.037129282742071e+01
31	office	both	heavy	numeric_boundary	0.9998333334959189	3.578618416858847e-07	typeI_mH125-220/async_mcmc_20260903_212216.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_office/classified/both_13.csv	8290	1.250078124923788e+02	3.973774886277913e+02	3.859526138644869e+02	1.494428300178565e+03	9.947340952266129e-01	8.178516409251070e+00
32	office	both	heavy	numeric_boundary	0.9719700173166657	7.307774063436031e-13	typeI_mH125-220/async_mcmc_20260903_115445.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_office/classified/both_12.csv	8573	1.263139054382813e+02	3.689587670978143e+02	3.577350120157660e+02	1.310401468584792e+03	9.940936491362976e-01	8.886735498600062e+00
33	office	both	heavy	numeric_boundary	0.9984358683240673	0.007464271081797127	typeI_mH125-220/async_mcmc_20260903_212216.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_office/classified/both_13.csv	8608	1.525633889340098e+02	4.571122988629426e+02	4.599138603250918e+02	2.549832948662890e+03	9.989982403518646e-01	7.788862304992157e+00
34	office	both	heavy	numeric_boundary	0.9191274288927404	1.399191602000883e-09	typeI_mH125-220/async_mcmc_20260903_115445.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_office/classified/both_12.csv	10400	1.287909017706528e+02	3.802415979593282e+02	3.712604195386431e+02	1.428294209530645e+03	9.968657118891332e-01	9.322761154061020e+00
35	office	both	heavy	numeric_boundary	1.0	1.666079184072116e-10	typeI_mH125-220/random_20260823_003839.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_office/classified/both_7.csv	10926	2.113591402252189e+02	5.210456080020272e+02	2.125292724336090e+02	5.027807210709966e+03	9.985714432203256e-01	7.150322628491061e+00
36	office	both	heavy	numeric_boundary	0.64126278727843	1.64497019015088e-07	typeI_mH125-220/async_mcmc_20260903_212216.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_office/classified/both_12.csv	12215	1.418158068463236e+02	4.166692279317455e+02	4.154248018776803e+02	1.616031573169739e+03	9.955719061895196e-01	1.109081385550983e+01
37	qiushi	both	heavy	numeric_boundary	1.0	0.0003634705973539717	typeI_mH125-220/random_20260823_112743.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_qiushi/classified/both_1.csv	3068	1.995350000000000e+02	5.742140000000001e+02	2.003780000000000e+02	4.590420000000000e+03	9.963100000000000e-01	4.510800000000000e+00
38	qiushi	both	heavy	numeric_boundary	1.0	4.834141304317117e-10	typeI_mH220-500/random_20260902_194953.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_qiushi/classified/both_2.csv	3293	2.752190000000000e+02	5.522300000000000e+02	2.715930000000000e+02	1.292150000000000e+04	9.950380000000000e-01	4.277550000000000e+00
39	qiushi	both	heavy	numeric_boundary	0.8044444444444463	6.814347273635087e-18	typeI_mH220-500/random_20260902_194953.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_qiushi/classified/both_2.csv	3550	3.071430000000000e+02	4.710500000000000e+02	4.614560000000000e+02	1.385170000000000e+04	9.987800000000000e-01	6.077470000000000e+00
40	qiushi	both	heavy	numeric_boundary	1.0	8.196792578569573e-19	typeI_mH220-500/random_20260902_194953.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_qiushi/classified/both_2.csv	3792	2.926320000000000e+02	5.046770000000000e+02	2.769500000000000e+02	1.374350000000000e+04	9.971650000000000e-01	4.941880000000000e+00
41	qiushi	both	heavy	numeric_boundary	0.7130026666666667	2.844823534960937e-22	typeI_mH125-220/random_20260823_112743.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_qiushi/classified/both_1.csv	3820	1.384530000000000e+02	2.838500000000000e+02	2.972720000000000e+02	1.338720000000000e+03	9.969620000000000e-01	1.290220000000000e+01
42	qiushi	both	heavy	numeric_boundary	0.8829500000000006	1.218721650959029e-28	typeI_mH125-220/random_20260823_112743.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_qiushi/classified/both_1.csv	4100	2.196420000000000e+02	2.085340000000000e+02	2.615110000000000e+02	2.600350000000000e+03	9.952700000000000e-01	1.813720000000000e+01
43	qiushi	both	heavy	numeric_boundary	1.0	1.083312272902897e-25	typeI_mH125-220/random_20260825_011947.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_qiushi/classified/both_1.csv	7066	2.177690000000000e+02	4.734320000000000e+02	2.055420000000000e+02	5.144580000000000e+03	9.967460000000000e-01	7.826080000000000e+00
44	qiushi	both	heavy	numeric_boundary	1.0	5.740449272924068e-13	typeI_mH220-500/random_20260826_184030.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_qiushi/classified/both_1.csv	9036	2.778100000000000e+02	5.272130000000000e+02	2.804520000000000e+02	1.213120000000000e+04	9.978089999999999e-01	5.000250000000000e+00
45	qiushi	both	heavy	numeric_boundary	1.0	9.87707781017092e-12	typeI_mH220-500/random_20260826_184030.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_qiushi/classified/both_1.csv	9226	2.735400000000000e+02	5.555750000000000e+02	2.642960000000000e+02	1.138510000000000e+04	9.943910000000000e-01	5.213560000000000e+00
46	qiushi	both	heavy	numeric_boundary	0.1836500000000001	5.969769503196029e-36	typeI_mH220-500/random_20260826_184030.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_qiushi/classified/both_1.csv	9720	3.102360000000000e+02	3.496080000000000e+02	3.606270000000000e+02	1.445030000000000e+04	9.962560000000000e-01	5.684730000000000e+00
47	qiushi	both	heavy	numeric_boundary	1.0	6.387253036074653e-11	typeI_mH220-500/random_20260826_184030.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_qiushi/classified/both_1.csv	9895	2.807680000000000e+02	5.603390000000001e+02	2.673720000000000e+02	1.228420000000000e+04	9.960750000000000e-01	5.062710000000000e+00
48	qiushi	both	heavy	numeric_boundary	0.3426333333333342	4.910977054684333e-30	typeI_mH220-500/random_20260828_001210.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_qiushi/classified/both_1.csv	10059	4.146510000000000e+02	3.379630000000000e+02	3.174050000000000e+02	1.431700000000000e+04	9.933650000000001e-01	1.187150000000000e+01
49	yuanyuan	both	heavy	numeric_boundary	1.0	8.997087881848604e-25	typeI_mH220-500/random_20260830_180625.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_yuanyuan/classified/both_2.csv	595	2.757080000000000e+02	4.339180000000000e+02	2.759480000000000e+02	7.513790000000000e+03	9.957790000000000e-01	9.581510000000000e+00
50	yuanyuan	both	heavy	numeric_boundary	1.0	1.142452401693725e-12	typeI_mH220-500/random_20260826_184019.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_yuanyuan/classified/both_2.csv	968	3.074560000000000e+02	5.553840000000000e+02	3.083410000000000e+02	1.479420000000000e+04	9.961570000000000e-01	5.537530000000000e+00
51	yuanyuan	both	heavy	numeric_boundary	0.6079786666666666	3.085836967320437e-05	typeI_mH125-220/random_20260816_064945.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_yuanyuan/classified/both.csv	3787	1.433760000000000e+02	4.416760000000000e+02	4.465980000000000e+02	1.619730000000000e+03	9.962340000000000e-01	1.155540000000000e+01
52	yuanyuan	both	heavy	numeric_boundary	0.6654315178231445	0.0002229846115862524	typeI_mH125-220/async_mcmc_20260903_011320.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_yuanyuan/classified/both_2.csv	8591	1.406828976020401e+02	4.535781186858828e+02	4.531857350344708e+02	1.933319069549536e+03	9.977670156652924e-01	8.426060895038997e+00
53	yuanyuan	both	heavy	numeric_boundary	0.07803333333333361	1.431062978380617e-12	typeI_mH125-220/random_20260823_112730.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_yuanyuan/classified/both_1.csv	9124	2.042050000000000e+02	4.161660000000000e+02	4.208480000000000e+02	5.475830000000000e+03	9.970770000000000e-01	5.936930000000000e+00
54	yuanyuan	both	heavy	numeric_boundary	0.705122593264435	8.699873380230022e-10	typeI_mH125-220/async_mcmc_20260903_095854.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_yuanyuan/classified/both_2.csv	9253	1.388223784407296e+02	3.744124708009005e+02	3.763205868713574e+02	1.408940150113066e+03	9.984361360864927e-01	1.246268428399172e+01
55	yuanyuan	both	heavy	numeric_boundary	0.9463591922958849	5.653572264843455e-12	typeI_mH125-220/async_mcmc_20260903_095854.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_yuanyuan/classified/both_2.csv	9312	1.275144128611304e+02	3.571137406716897e+02	3.440201236964174e+02	1.322405579315713e+03	9.953291472533666e-01	1.019652748437315e+01
56	yuanyuan	both	heavy	numeric_boundary	0.9304132099946006	2.571230406654532e-05	typeI_mH125-220/async_mcmc_20260903_095854.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_yuanyuan/classified/both_2.csv	9332	1.282618807815031e+02	4.296829050058250e+02	4.375522618912491e+02	1.585013878844218e+03	9.947814968232094e-01	7.532032962602809e+00
57	yuanyuan	both	heavy	numeric_boundary	0.7804269072612502	1.234043680854859e-15	typeI_mH125-220/async_mcmc_20260903_141342.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_yuanyuan/classified/both_2.csv	9645	1.352924887221289e+02	3.285141932724836e+02	3.322995430029297e+02	1.361604695593520e+03	9.983431881227228e-01	1.192128682529872e+01
58	yuanyuan	both	heavy	numeric_boundary	0.979118807443119	0.0003470880403306952	typeI_mH125-220/async_mcmc_20260903_210907.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_yuanyuan/classified/both_2.csv	10246	1.259788059011038e+02	4.388243171559920e+02	4.361173315855287e+02	1.560996825728693e+03	9.919630660173979e-01	6.596826575680169e+00
59	yuanyuan	both	heavy	numeric_boundary	1.0	1.21271756978204e-15	typeI_mH220-500/random_20260825_015240.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_yuanyuan/classified/both_1.csv	11105	2.427500000000000e+02	4.931410000000000e+02	2.403210000000000e+02	7.544940000000000e+03	9.918960000000000e-01	6.685570000000000e+00
60	yuanyuan	both	heavy	numeric_boundary	1.0	3.224167774813937e-07	typeI_mH220-500/random_20260830_180625.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_yuanyuan/classified/both_1.csv	11868	2.398010000000000e+02	5.550960000000000e+02	2.408890000000000e+02	8.670309999999999e+03	9.986460000000000e-01	4.235740000000000e+00
61	office	both	light	numeric_boundary	0.8057494905020854	4.15533750127769e-21	typeI_mH62-125/random_20260901_123251.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_office/classified/both_9.csv	1520	1.108676953757204e+02	2.506537022508755e+02	2.676976278207875e+02	9.639966620835949e+02	6.364219705308589e-02	8.686159283247292e+00
62	office	both	light	numeric_boundary	0.35915257979916837	4.825154733473218e-19	typeI_mH62-125/random_20260901_123251.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_office/classified/both_9.csv	2480	9.363002337964819e+01	2.412005727016619e+02	2.196514179137118e+02	9.438213215547407e+02	1.463831604288927e-01	7.043137693275869e+00
63	office	both	light	numeric_boundary	0.2615677865763423	1.049752426928557e-19	typeI_mH62-125/random_20260901_123251.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_office/classified/both_10.csv	2556	1.191848463192887e+02	2.795549869464784e+02	2.646143899158936e+02	8.385638883314767e+02	1.265967370781378e-01	1.544859780560079e+01
64	office	both	light	numeric_boundary	0.06396981124134697	1.568521896188935e-11	typeI_mH62-125/random_20260901_123251.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_office/classified/both_9.csv	3591	9.796022199508545e+01	3.126495976164050e+02	3.088114089419242e+02	7.457510029876780e+02	8.191362632904116e-02	8.664059451807820e+00
65	office	both	light	numeric_boundary	0.8432285295914324	5.351404516077189e-25	typeI_mH62-125/random_20260901_123251.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_office/classified/both_9.csv	4251	1.225479540067743e+02	2.300003077212681e+02	2.484112834677668e+02	1.007582140549543e+03	6.293946507016064e-02	1.306373492589538e+01
66	office	both	light	numeric_boundary	0.26110658973266676	7.964150545985191e-09	typeI_mH62-125/random_20260831_095833.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_office/classified/both_8.csv	5573	9.830300252164518e+01	3.424902461037655e+02	3.352348557819453e+02	7.808778856858357e+02	7.385425144251249e-02	7.735045830498404e+00
67	office	both	light	numeric_boundary	0.15235327643599988	2.556544579158397e-10	typeI_mH62-125/random_20260901_123251.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_office/classified/both_9.csv	5635	8.012390106028562e+01	2.441348003096515e+02	2.349936037234915e+02	7.850068765069836e+02	1.735828321206390e-01	7.520877105450214e+00
68	office	both	light	numeric_boundary	0.20182067526123337	4.478923562930749e-19	typeI_mH62-125/random_20260831_095833.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_office/classified/both_8.csv	6168	1.091873590130660e+02	2.893798401234278e+02	2.772705996077538e+02	8.944332887582024e+02	7.801652771002419e-02	1.010904637141223e+01
69	office	both	light	numeric_boundary	0.44748350812484017	0.0001315740282785678	typeI_mH62-125/random_20260831_095833.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_office/classified/both_8.csv	6829	6.635106737351688e+01	3.117924201660298e+02	3.007064735151940e+02	4.582074314747727e+02	1.036108904102017e-01	5.573575911711728e+00
70	office	both	light	numeric_boundary	0.25879999999999936	4.889045628185601e-10	random_20260820_005445.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_office/classified/both_6.csv	6892	7.406399999999999e+01	3.155540000000000e+02	3.000260000000000e+02	3.144110000000000e+02	1.021980000000000e-01	8.006760000000000e+00
71	office	both	light	numeric_boundary	0.18796505347853837	1.070960906839737e-13	typeI_mH62-125/random_20260901_123251.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_office/classified/both_9.csv	7710	1.123067264987878e+02	3.104234457771011e+02	3.217013489858134e+02	9.674439988448346e+02	1.140954774343813e-01	1.046286783336879e+01
72	office	both	light	numeric_boundary	0.2005598418791948	3.006361115991689e-07	typeI_mH62-125/random_20260901_123251.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_office/classified/both_9.csv	8623	7.929573361128593e+01	2.112683894881420e+02	1.992347989753903e+02	7.420594000952850e+02	1.554472723435893e-01	8.325665386129851e+00
73	qiushi	both	light	numeric_boundary	0.004349999999999454	3.268803556222526e-05	typeI_mH62-125/random_20260815_194920.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_qiushi/classified/both.csv	339	7.077170000000000e+01	3.221020000000000e+02	3.218410000000000e+02	3.298460000000000e+02	1.352490000000000e-01	7.369000000000000e+00
74	qiushi	both	light	numeric_boundary	0.039966666666667074	0.0001008419255079717	typeI_mH62-125/random_20260816_190708.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_qiushi/classified/both.csv	3227	7.359980000000000e+01	3.092980000000000e+02	3.069000000000000e+02	3.809860000000000e+02	1.419530000000000e-01	8.421200000000001e+00
75	qiushi	both	light	numeric_boundary	0.11368333333333377	6.224742359803611e-15	typeI_mH62-125/random_20260816_190708.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_qiushi/classified/both.csv	3653	1.152940000000000e+02	3.193290000000000e+02	3.125080000000000e+02	9.325270000000000e+02	1.243900000000000e-01	1.241800000000000e+01
76	qiushi	both	light	numeric_boundary	0.6680634920634916	1.28125367574792e-18	typeI_mH62-125/random_20260816_190708.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_qiushi/classified/both.csv	3807	1.223860000000000e+02	3.191000000000000e+02	3.022910000000000e+02	1.012960000000000e+03	1.653780000000000e-01	1.297770000000000e+01
77	qiushi	both	light	numeric_boundary	0.23936507936508	1.128447151337428e-16	typeI_mH62-125/random_20260816_190708.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_qiushi/classified/both.csv	5375	1.190100000000000e+02	3.087410000000000e+02	3.040050000000000e+02	9.741420000000001e+02	1.391600000000000e-01	1.230690000000000e+01
78	qiushi	both	light	numeric_boundary	0.5144126984126987	1.53864724156118e-19	typeI_mH62-125/random_20260816_190708.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_qiushi/classified/both.csv	5724	1.211760000000000e+02	3.068150000000000e+02	2.985960000000000e+02	9.630230000000000e+02	1.346400000000000e-01	1.339480000000000e+01
79	qiushi	both	light	numeric_boundary	0.3465650793650801	3.146961897413502e-07	typeI_mH62-125/random_20260817_182439.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_qiushi/classified/both.csv	6259	6.714579999999999e+01	2.945370000000000e+02	2.953360000000000e+02	4.648810000000000e+02	1.485660000000000e-01	5.460520000000000e+00
80	qiushi	both	light	numeric_boundary	0.2395166666666673	4.395894364161239e-11	typeI_mH62-125/random_20260818_235435.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_qiushi/classified/both.csv	9701	9.092590000000000e+01	3.212490000000000e+02	3.068780000000000e+02	5.789710000000000e+02	8.607529999999999e-02	9.639360000000000e+00
81	qiushi	both	light	numeric_boundary	0.14903333333333346	2.102406863685715e-18	typeI_mH62-125/random_20260818_235435.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_qiushi/classified/both.csv	9761	1.180620000000000e+02	3.070080000000000e+02	2.980660000000000e+02	9.466690000000000e+02	1.331360000000000e-01	1.269700000000000e+01
82	qiushi	both	light	numeric_boundary	0.740546031746032	0.003565208932687277	typeI_mH62-125/random_20260818_235435.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_qiushi/classified/both.csv	9791	6.404320000000000e+01	2.927270000000000e+02	2.956000000000000e+02	2.541260000000000e+02	1.476730000000000e-01	7.205030000000000e+00
