sample_id	machine	category	branch	validation_stratum	edge_score	strict_snr	source	file	line	mH	mA	mHc	m12sq	sba	tb
175	office	thdmtool_only	heavy	strict_negative	1.0	0.0	random_20260829_222735.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_office/classified/thdmtool_only_3.csv	12865	3.118819278771945e+02	4.542772785029238e+02	3.230915004227708e+02	8.683024132908067e+03	9.971693214247149e-01	1.117129518698506e+01
176	office	thdmtool_only	heavy	strict_negative	0.1471555283529161	0.0	async_mcmc_20260903_212216.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_office/classified/thdmtool_only_4.csv	13869	1.723554802633764e+02	4.746031473841945e+02	4.657738156830195e+02	4.470156981932399e+03	9.978932190784474e-01	5.961137732248928e+00
177	office	thdmtool_only	heavy	strict_negative	1.0	0.0	random_20260830_123811.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_office/classified/thdmtool_only_3.csv	14612	3.828072474710810e+02	4.697971559101852e+02	3.884514883567659e+02	1.022304398179166e+04	9.960056627252484e-01	1.426710045259313e+01
178	office	thdmtool_only	heavy	strict_negative	0.006690377646130704	0.0	random_20260830_123811.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_office/classified/thdmtool_only_3.csv	15911	2.748282069659189e+02	5.727154499865308e+02	5.731168726452986e+02	4.578445484561095e+03	9.950972232386753e-01	1.632785382939076e+01
179	office	thdmtool_only	heavy	strict_negative	0.0065379176251942304	0.0	random_20260831_005128.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_office/classified/thdmtool_only_3.csv	17956	2.812592819624941e+02	4.499711543118348e+02	4.503634293693465e+02	6.528726293036117e+03	9.959579682658130e-01	1.174573718938119e+01
180	office	thdmtool_only	heavy	strict_negative	0.7544787496242317	0.0	random_20260824_135839.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_office/classified/thdmtool_only.csv	51640	2.117105832130180e+02	2.230450639123114e+02	2.683137888897653e+02	5.521279141556573e+03	9.979068992334357e-01	5.129281547657278e+00
181	qiushi	thdmtool_only	heavy	strict_negative	1.0	0.0	random_20260820_084408.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_qiushi/classified/thdmtool_only_1.csv	6147	3.222280000000000e+02	5.139930000000001e+02	3.114840000000000e+02	7.894360000000000e+03	9.982100000000000e-01	1.292860000000000e+01
182	qiushi	thdmtool_only	heavy	strict_negative	0.9548586666666666	0.0	random_20260822_232551.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_qiushi/classified/thdmtool_only_1.csv	10366	1.271160000000000e+02	3.252940000000000e+02	3.292670000000000e+02	1.704670000000000e+03	9.907300000000000e-01	8.775470000000000e+00
183	qiushi	thdmtool_only	heavy	strict_negative	0.13191666666666607	0.0	random_20260822_232551.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_qiushi/classified/thdmtool_only_1.csv	10462	2.146520000000000e+02	5.449770000000000e+02	5.370620000000000e+02	3.985750000000000e+03	9.944600000000000e-01	1.129240000000000e+01
184	qiushi	thdmtool_only	heavy	strict_negative	1.0	0.0	random_20260823_112743.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_qiushi/classified/thdmtool_only_1.csv	11159	2.127120000000000e+02	5.193280000000000e+02	2.137140000000000e+02	2.822650000000000e+03	9.929150000000000e-01	1.554770000000000e+01
185	qiushi	thdmtool_only	heavy	strict_negative	0.6960000000000414	0.0	random_20260823_112743.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_qiushi/classified/thdmtool_only_1.csv	11191	2.037680000000000e+02	4.322150000000000e+02	4.329550000000000e+02	3.527340000000000e+03	9.986580000000000e-01	1.076250000000000e+01
186	qiushi	thdmtool_only	heavy	strict_negative	0.969777777777797	0.0	random_20260825_011947.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_qiushi/classified/thdmtool_only_1.csv	12044	1.889110000000000e+02	5.146020000000000e+02	5.204740000000000e+02	8.061580000000000e+03	9.989660000000000e-01	3.943610000000000e+00
187	qiushi	thdmtool_only	heavy	strict_negative	0.26879999999999993	0.0	random_20260825_011947.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_qiushi/classified/thdmtool_only_1.csv	12247	1.592750000000000e+02	4.771480000000000e+02	4.709540000000000e+02	1.670790000000000e+03	9.943540000000000e-01	1.448060000000000e+01
188	qiushi	thdmtool_only	heavy	strict_negative	1.0	0.0	random_20260825_210947.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_qiushi/classified/thdmtool_only_1.csv	12863	1.902120000000000e+02	2.733910000000000e+02	2.077110000000000e+02	3.767450000000000e+03	9.942370000000000e-01	6.826850000000000e+00
189	qiushi	thdmtool_only	heavy	strict_negative	0.05760000000000029	0.0	random_20260826_184030.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_qiushi/classified/thdmtool_only_1.csv	13475	3.055380000000000e+02	5.441750000000000e+02	5.476310000000000e+02	1.291710000000000e+04	9.948930000000000e-01	6.713070000000000e+00
190	qiushi	thdmtool_only	heavy	strict_negative	0.3836333333333329	0.0	random_20260826_184030.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_qiushi/classified/thdmtool_only_1.csv	13578	4.459360000000000e+02	3.579510000000000e+02	3.809690000000000e+02	1.437110000000000e+04	9.954690000000000e-01	1.371640000000000e+01
191	qiushi	thdmtool_only	heavy	strict_negative	0.9782166666666664	0.0	random_20260828_001210.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_qiushi/classified/thdmtool_only_1.csv	13862	2.430270000000000e+02	2.224450000000000e+02	2.811380000000000e+02	6.159610000000000e+03	9.983030000000001e-01	3.658840000000000e+00
192	qiushi	thdmtool_only	heavy	strict_negative	1.0	0.0	random_20260828_001210.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_qiushi/classified/thdmtool_only_1.csv	14257	3.073870000000000e+02	5.645880000000000e+02	2.999040000000000e+02	1.202590000000000e+04	9.956920000000000e-01	7.325750000000000e+00
193	yuanyuan	thdmtool_only	heavy	strict_negative	0.8853333333332927	0.0	random_20260821_172345.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_yuanyuan/classified/thdmtool_only_2.csv	3820	1.568340000000000e+02	3.715040000000000e+02	3.606560000000000e+02	2.077540000000000e+03	9.988710000000000e-01	9.835030000000000e+00
194	yuanyuan	thdmtool_only	heavy	strict_negative	0.8711253333333334	0.0	random_20260822_062803.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_yuanyuan/classified/thdmtool_only_2.csv	4005	1.310410000000000e+02	2.486440000000000e+02	2.316160000000000e+02	1.300130000000000e+03	9.973020000000000e-01	1.035740000000000e+01
195	yuanyuan	thdmtool_only	heavy	strict_negative	0.8237222380514007	0.0	async_mcmc_20260903_141342.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_yuanyuan/classified/thdmtool_only_3.csv	5259	1.332630200913406e+02	4.780316879876247e+02	4.799358934935404e+02	1.216406285720124e+03	9.955345527871555e-01	1.251910970628441e+01
196	yuanyuan	thdmtool_only	heavy	strict_negative	0.8538165736991656	0.0	async_mcmc_20260903_141342.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_yuanyuan/classified/thdmtool_only_3.csv	5605	1.318523481078516e+02	3.273821602094978e+02	3.362978029677905e+02	1.694593151487283e+03	9.946099871417577e-01	1.014822136721757e+01
197	yuanyuan	thdmtool_only	heavy	strict_negative	0.6849558783970326	0.0	async_mcmc_20260903_194451.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_yuanyuan/classified/thdmtool_only_3.csv	5855	1.397676932001391e+02	4.422874590542640e+02	4.497546051703522e+02	1.706481312901730e+03	9.958493012553039e-01	1.080048151961140e+01
198	yuanyuan	thdmtool_only	heavy	strict_negative	0.9229336587255554	0.0	async_mcmc_20260903_194451.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_yuanyuan/classified/thdmtool_only_3.csv	5933	1.286124847472396e+02	4.461888020015041e+02	4.389519875574319e+02	1.518867744405602e+03	9.943387348797703e-01	9.230820135428051e+00
199	yuanyuan	thdmtool_only	heavy	strict_negative	1.0	0.0	random_20260825_015240.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_yuanyuan/classified/thdmtool_only_2.csv	5990	2.812010000000000e+02	5.924820000000000e+02	2.827180000000000e+02	1.121890000000000e+04	9.947530000000000e-01	5.876560000000000e+00
200	yuanyuan	thdmtool_only	heavy	strict_negative	0.9988585490487937	0.0	async_mcmc_20260903_210907.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_yuanyuan/classified/thdmtool_only_3.csv	6266	1.250535055133378e+02	4.457166847431711e+02	4.502334389014055e+02	1.594705052975267e+03	9.948361013632903e-01	9.130297817097226e+00
201	yuanyuan	thdmtool_only	heavy	strict_negative	0.8876449786289304	0.0	async_mcmc_20260903_210907.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_yuanyuan/classified/thdmtool_only_3.csv	6305	1.302666416267689e+02	2.742155360966126e+02	2.809597565782699e+02	1.110091574094875e+03	9.981253944417371e-01	1.472509024798150e+01
202	yuanyuan	thdmtool_only	heavy	strict_negative	0.8473484435008383	0.0	async_mcmc_20260903_210907.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_yuanyuan/classified/thdmtool_only_3.csv	6318	1.321555417108982e+02	2.772718597902016e+02	2.842061160824780e+02	1.041298132295323e+03	9.986101653016825e-01	1.485859877706276e+01
203	yuanyuan	thdmtool_only	heavy	strict_negative	0.38222222222222113	0.0	random_20260830_180625.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_yuanyuan/classified/thdmtool_only_2.csv	6627	3.063040000000000e+02	4.982540000000000e+02	5.033550000000000e+02	6.614520000000000e+03	9.983050000000000e-01	1.392260000000000e+01
204	yuanyuan	thdmtool_only	heavy	strict_negative	0.3645653333333333	0.0	random_20260824_002709.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_yuanyuan/classified/thdmtool_only_3.csv	6928	1.547860000000000e+02	3.935340000000000e+02	3.818530000000000e+02	1.444400000000000e+03	9.928290000000000e-01	1.552370000000000e+01
205	office	thdmtool_only	light	strict_negative	0.25860287033252877	0.0	random_20260901_123251.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_office/classified/thdmtool_only_3.csv	416	9.738483763632181e+01	2.479657453005363e+02	2.634819175204880e+02	1.650833501370188e+02	1.866018421350032e-01	6.063348466678464e+00
206	office	thdmtool_only	light	strict_negative	0.20891825620811158	0.0	random_20260901_123251.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_office/classified/thdmtool_only_3.csv	1777	9.839689097192790e+01	3.078837073239091e+02	2.953486119514224e+02	2.721160471534038e+02	1.393354013140009e-01	5.355687172694628e+00
207	office	thdmtool_only	light	strict_negative	0.611986299191569	0.0	random_20260901_123251.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_office/classified/thdmtool_only_2.csv	1856	1.219443921061336e+02	2.355416342455808e+02	2.235571427012783e+02	1.050732503257208e+03	1.561942788281196e-01	1.174721855329011e+01
208	office	thdmtool_only	light	strict_negative	0.12057006057031099	0.0	random_20260901_123251.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_office/classified/thdmtool_only_3.csv	3370	8.100953258633905e+01	4.539376563606971e+02	4.467034527264784e+02	4.252111447281222e+02	1.440191501403690e-01	1.006436866090847e+01
209	office	thdmtool_only	light	strict_negative	0.031928907978453935	0.0	random_20260901_123251.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_office/classified/thdmtool_only_2.csv	5332	9.827890946195689e+01	3.651452201059529e+02	3.670609545846601e+02	6.823535872061959e+02	1.797544722403577e-01	1.295747724012238e+01
210	office	thdmtool_only	light	strict_negative	0.11092656408931134	0.0	random_20260901_123251.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_office/classified/thdmtool_only_3.csv	5526	7.601404003880572e+01	4.904390839640148e+02	4.970946778093735e+02	1.237661423528652e+03	1.429353650125871e-01	4.340440768295029e+00
211	office	thdmtool_only	light	strict_negative	0.2606711517485896	0.0	random_20260831_095833.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_office/classified/thdmtool_only_1.csv	7596	9.900980739254013e+01	2.496701943465498e+02	2.653104634514652e+02	1.487018790276883e+03	8.079598531607264e-02	6.718720572716714e+00
212	office	thdmtool_only	light	strict_negative	1.0	0.0	random_20260901_123251.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_office/classified/thdmtool_only_2.csv	7845	1.198731726383214e+02	2.058765762236954e+02	1.196337389415401e+02	1.254586549409876e+03	9.239054012970323e-02	8.175944820955678e+00
213	office	thdmtool_only	light	strict_negative	0.0063666666666667504	0.0	random_20260901_123243.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_office/classified/thdmtool_only_3.csv	7928	9.622000000000000e+01	2.417420000000000e+02	2.421240000000000e+02	5.672680000000000e+02	1.316340000000000e-01	6.349650000000000e+00
214	office	thdmtool_only	light	strict_negative	0.024816666666666265	0.0	random_20260901_123243.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_office/classified/thdmtool_only_3.csv	8367	1.053650000000000e+02	4.198630000000000e+02	4.183740000000000e+02	7.078770000000000e+02	8.552129999999999e-02	1.197510000000000e+01
215	office	thdmtool_only	light	strict_negative	0.04758478691522138	0.0	random_20260901_123251.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_office/classified/thdmtool_only_2.csv	11525	9.156992155392352e+01	4.429928491466407e+02	4.401377619317274e+02	8.661090535531224e+02	1.909597329890037e-01	9.371439938145897e+00
216	office	thdmtool_only	light	strict_negative	0.278178817420293	0.0	random_20260901_123251.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_office/classified/thdmtool_only_2.csv	15868	1.036333280339753e+02	2.300021990502584e+02	2.466929280954760e+02	5.691576922795962e+02	1.659363806886218e-01	8.378780849266009e+00
217	qiushi	thdmtool_only	light	strict_negative	0.12061666666666705	0.0	random_20260815_194920.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_qiushi/classified/thdmtool_only.csv	697	7.048930000000000e+01	3.058630000000000e+02	2.986260000000000e+02	6.004390000000000e+02	1.438370000000000e-01	6.905140000000000e+00
218	qiushi	thdmtool_only	light	strict_negative	0.6587428571428575	0.0	random_20260817_182439.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_qiushi/classified/thdmtool_only_1.csv	1614	6.468740000000000e+01	3.035930000000000e+02	2.871930000000000e+02	5.638560000000000e+02	1.328490000000000e-01	7.133680000000000e+00
219	qiushi	thdmtool_only	light	strict_negative	0.011166666666666932	0.0	random_20260901_134416.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_qiushi/classified/thdmtool_only_2.csv	2413	1.042640000000000e+02	3.705680000000000e+02	3.712380000000000e+02	7.697820000000000e+02	1.861620000000000e-01	7.564030000000000e+00
220	qiushi	thdmtool_only	light	strict_negative	0.39003174603174606	0.0	random_20260815_194920.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_qiushi/classified/thdmtool_only.csv	3115	6.680350000000000e+01	2.890920000000000e+02	2.856970000000000e+02	5.521630000000000e+02	1.408650000000000e-01	6.900980000000000e+00
221	qiushi	thdmtool_only	light	strict_negative	0.44516825396825455	0.0	random_20260818_220706.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_qiushi/classified/thdmtool_only_1.csv	3672	6.636930000000000e+01	2.936240000000000e+02	3.022980000000000e+02	6.375030000000000e+02	1.427040000000000e-01	6.108330000000000e+00
222	qiushi	thdmtool_only	light	strict_negative	0.12230000000000037	0.0	random_20260818_235435.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_qiushi/classified/thdmtool_only_1.csv	5044	1.132770000000000e+02	3.197140000000000e+02	3.123760000000000e+02	8.348900000000000e+02	1.578410000000000e-01	1.314850000000000e+01
223	qiushi	thdmtool_only	light	strict_negative	0.7406984126984125	0.0	random_20260820_084408.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_qiushi/classified/thdmtool_only_1.csv	6225	1.229580000000000e+02	2.788740000000000e+02	2.729580000000000e+02	1.000550000000000e+03	8.349970000000000e-02	1.459060000000000e+01
224	qiushi	thdmtool_only	light	strict_negative	0.9298986666666667	0.0	random_20260821_011644.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_qiushi/classified/thdmtool_only_1.csv	7708	7.654460000000000e+01	4.688500000000000e+02	4.611370000000000e+02	3.506560000000000e+02	6.131440000000000e-02	6.533670000000000e+00
225	qiushi	thdmtool_only	light	strict_negative	0.08835733333333295	0.0	random_20260821_011644.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_qiushi/classified/thdmtool_only_1.csv	9574	1.069150000000000e+02	5.582140000000001e+02	5.580680000000000e+02	7.526630000000000e+02	7.709330000000000e-02	1.394270000000000e+01
226	qiushi	thdmtool_only	light	strict_negative	0.9115428571428575	0.0	random_20260816_190708.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_qiushi/classified/thdmtool_only.csv	11843	6.269660000000000e+01	3.345150000000000e+02	3.212620000000000e+02	3.470280000000000e+02	1.584700000000000e-01	6.357500000000000e+00
227	qiushi	thdmtool_only	light	strict_negative	0.3123428571428569	0.0	random_20260831_184047.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_qiushi/classified/thdmtool_only_1.csv	15275	6.741530000000000e+01	4.733870000000000e+02	4.792730000000000e+02	3.081440000000000e+02	8.537260000000001e-02	9.392530000000001e+00
228	qiushi	thdmtool_only	light	strict_negative	0.8749919999999998	0.0	random_20260817_182439.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_qiushi/classified/thdmtool_only.csv	15936	9.832890000000000e+01	3.373630000000000e+02	3.312110000000000e+02	1.960200000000000e+02	6.234390000000000e-02	7.073400000000000e+00
229	yuanyuan	thdmtool_only	light	strict_negative	0.05591666666666697	0.0	random_20260813_154904.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_yuanyuan/classified/thdmtool_only.csv	526	1.104130000000000e+02	3.088500000000000e+02	3.054950000000000e+02	7.676020000000000e+02	1.283900000000000e-01	1.294080000000000e+01
230	yuanyuan	thdmtool_only	light	strict_negative	1.0	0.0	random_20260821_014125.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_yuanyuan/classified/thdmtool_only_2.csv	1540	1.189640000000000e+02	3.895250000000000e+02	9.806640000000000e+01	8.143890000000000e+02	1.090670000000000e-01	1.723300000000000e+01
231	yuanyuan	thdmtool_only	light	strict_negative	0.1356833333333327	0.0	random_20260817_233645.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_yuanyuan/classified/thdmtool_only_1.csv	2241	7.435050000000000e+01	3.375620000000000e+02	3.457030000000000e+02	6.948070000000000e+02	1.182780000000000e-01	7.261320000000000e+00
232	yuanyuan	thdmtool_only	light	strict_negative	0.8611047619047617	0.0	random_20260817_233645.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_yuanyuan/classified/thdmtool_only_1.csv	2655	6.309380000000000e+01	3.102390000000000e+02	3.210450000000000e+02	2.827540000000000e+02	1.120060000000000e-01	7.680620000000000e+00
233	yuanyuan	thdmtool_only	light	strict_negative	0.24726666666666594	0.0	random_20260817_233645.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_yuanyuan/classified/thdmtool_only_1.csv	2911	7.272380000000000e+01	3.118230000000000e+02	2.969870000000000e+02	7.016710000000000e+02	1.371480000000000e-01	6.266680000000000e+00
234	yuanyuan	thdmtool_only	light	strict_negative	0.06650000000000016	0.0	random_20260901_123420.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_yuanyuan/classified/thdmtool_only_3.csv	3140	8.314340000000000e+01	5.473110000000000e+02	5.513010000000000e+02	1.812940000000000e+03	8.599210000000000e-02	3.727040000000000e+00
235	yuanyuan	thdmtool_only	light	strict_negative	0.04026666666666661	0.0	random_20260817_233645.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_yuanyuan/classified/thdmtool_only_1.csv	5024	1.144010000000000e+02	3.024300000000000e+02	3.048460000000000e+02	9.693990000000000e+02	1.303590000000000e-01	1.231360000000000e+01
236	yuanyuan	thdmtool_only	light	strict_negative	0.10490000000000066	0.0	random_20260815_194935.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_yuanyuan/classified/thdmtool_only.csv	7323	7.299280000000000e+01	2.954480000000000e+02	3.017420000000000e+02	6.889870000000000e+02	1.550470000000000e-01	7.028000000000000e+00
237	yuanyuan	thdmtool_only	light	strict_negative	0.13418333333333407	0.0	random_20260818_171759.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_yuanyuan/classified/thdmtool_only_1.csv	8861	7.152100000000000e+01	3.428740000000000e+02	3.348230000000000e+02	6.874900000000000e+02	1.268470000000000e-01	7.487710000000000e+00
238	yuanyuan	thdmtool_only	light	strict_negative	0.306083333333333	0.0	random_20260831_090924.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_yuanyuan/classified/thdmtool_only_2.csv	9137	1.022750000000000e+02	2.639240000000000e+02	2.455590000000000e+02	1.109420000000000e+03	1.649260000000000e-01	9.350569999999999e+00
239	yuanyuan	thdmtool_only	light	strict_negative	0.17114666666666667	0.0	random_20260831_090924.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_yuanyuan/classified/thdmtool_only_2.csv	13635	1.003400000000000e+02	2.864460000000000e+02	2.825650000000000e+02	9.162340000000000e+01	1.944590000000000e-01	5.300620000000000e+00
240	yuanyuan	thdmtool_only	light	strict_negative	0.04396666666666628	0.0	random_20260816_190714.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_yuanyuan/classified/thdmtool_only.csv	13696	8.668989999999999e+01	4.005180000000000e+02	3.978800000000000e+02	5.571580000000000e+02	9.982790000000000e-02	1.214280000000000e+01
