yuktype	L1	L2	L3	L4	L5	m12sq	tbeta	Dm11sq	Dm22sq	Dm12sq	DL1	DL2	DL3	DL4	DL5	DT1	DT2	DT3	status_nlo_stability	status_ewsr	status_tracing	status_coex_pairs	runtime	status_crit_0	T_crit_0	omega_CB_crit_false_0	omega_1_crit_false_0	omega_2_crit_false_0	omega_CP_crit_false_0	omega_CB_crit_true_0	omega_1_crit_true_0	omega_2_crit_true_0	omega_CP_crit_true_0	status_bounce_sol_0	status_nucl_approx_0	T_nucl_approx_0	omega_CB_nucl_approx_false_0	omega_1_nucl_approx_false_0	omega_2_nucl_approx_false_0	omega_CP_nucl_approx_false_0	omega_CB_nucl_approx_true_0	omega_1_nucl_approx_true_0	omega_2_nucl_approx_true_0	omega_CP_nucl_approx_true_0	status_nucl_0	T_nucl_0	omega_CB_nucl_false_0	omega_1_nucl_false_0	omega_2_nucl_false_0	omega_CP_nucl_false_0	omega_CB_nucl_true_0	omega_1_nucl_true_0	omega_2_nucl_true_0	omega_CP_nucl_true_0	status_perc_0	T_perc_0	omega_CB_perc_false_0	omega_1_perc_false_0	omega_2_perc_false_0	omega_CP_perc_false_0	omega_CB_perc_true_0	omega_1_perc_true_0	omega_2_perc_true_0	omega_CP_perc_true_0	status_compl_0	T_compl_0	omega_CB_compl_false_0	omega_1_compl_false_0	omega_2_compl_false_0	omega_CP_compl_false_0	omega_CB_compl_true_0	omega_1_compl_true_0	omega_2_compl_true_0	omega_CP_compl_true_0	status_gw_0	T_star_0	T_reh_0	v_wall_0	alpha_PT_0	beta/H_0	kappa_col_0	kappa_sw_0	eps_turb_0	cs_f_0	cs_t_0	fb_col_0	h2Omegab_col_0	f_1_sw_0	f_2_sw_0	h2Omega_2_sw_0	f_1_turb_0	f_2_turb_0	h2Omega_2_turb_0	SNR(LISA-3yrs)_col_0	SNR(LISA-3yrs)_sw_0	SNR(LISA-3yrs)_turb_0	SNR(LISA-3yrs)_0	status_crit_1	T_crit_1	omega_CB_crit_false_1	omega_1_crit_false_1	omega_2_crit_false_1	omega_CP_crit_false_1	omega_CB_crit_true_1	omega_1_crit_true_1	omega_2_crit_true_1	omega_CP_crit_true_1	status_bounce_sol_1	status_nucl_approx_1	T_nucl_approx_1	omega_CB_nucl_approx_false_1	omega_1_nucl_approx_false_1	omega_2_nucl_approx_false_1	omega_CP_nucl_approx_false_1	omega_CB_nucl_approx_true_1	omega_1_nucl_approx_true_1	omega_2_nucl_approx_true_1	omega_CP_nucl_approx_true_1	status_nucl_1	T_nucl_1	omega_CB_nucl_false_1	omega_1_nucl_false_1	omega_2_nucl_false_1	omega_CP_nucl_false_1	omega_CB_nucl_true_1	omega_1_nucl_true_1	omega_2_nucl_true_1	omega_CP_nucl_true_1	status_perc_1	T_perc_1	omega_CB_perc_false_1	omega_1_perc_false_1	omega_2_perc_false_1	omega_CP_perc_false_1	omega_CB_perc_true_1	omega_1_perc_true_1	omega_2_perc_true_1	omega_CP_perc_true_1	status_compl_1	T_compl_1	omega_CB_compl_false_1	omega_1_compl_false_1	omega_2_compl_false_1	omega_CP_compl_false_1	omega_CB_compl_true_1	omega_1_compl_true_1	omega_2_compl_true_1	omega_CP_compl_true_1	status_gw_1	T_star_1	T_reh_1	v_wall_1	alpha_PT_1	beta/H_1	kappa_col_1	kappa_sw_1	eps_turb_1	cs_f_1	cs_t_1	fb_col_1	h2Omegab_col_1	f_1_sw_1	f_2_sw_1	h2Omega_2_sw_1	f_1_turb_1	f_2_turb_1	h2Omega_2_turb_1	SNR(LISA-3yrs)_col_1	SNR(LISA-3yrs)_sw_1	SNR(LISA-3yrs)_turb_1	SNR(LISA-3yrs)_1	transition_history
1	6.5327743971020666	0.4595919327042688	-1.6844866567644097	1.249941453168006	-0.7126994589480942	22520.778842495725	3.8236637734269414	7107.530040831557	-1623.3093780201152	252.05141890875325	-1.2276709624848241	-0.028502355678003088	0.011922929541828555	0	0.020605206549668461	0	0	0	success	non_bfb	success	success	339.54899999999998	success	158.17558815593372	0	0	0	0	-3.8961016385215694e-09	3.0544915348984811	13.096179781639663	-5.9187372085273447e-10	success	success	158.17263564419559	0	0	0	0	1.0010572434396676e-09	3.1378201921326108	13.452782204577709	3.5298800744065875e-09	success	158.17273216648545	0	0	0	0	-2.1047267752883719e-09	3.1354445957028747	13.442616271638828	-1.7682978170169929e-09	success	158.17180725059427	0	0	0	0	-2.0039089932774528e-09	3.1600291867839965	13.547816782120094	-1.0185389451758111e-09	success	158.17174805470387	0	0	0	0	-6.64810348465745e-10	3.1613227329528937	13.553352255343485	-3.2488911232670031e-10	success	158.17180725059427	158.17180725059427	0.94999999999999996	2.2704843365748726e-05	6734510.6194654731	0	3.6534960857550005e-05	0.10000000000000001	0.5787299075194301	0.57871627726760022	19.585178379443981	0	8.7901027594226644	56.227873120835461	4.2654205524355221e-33	0.00013426068720506638	96.691130353649314	6.2416254806909906e-41	0	1.6088584121277571e-29	3.8026177856197113e-31	1.628940419928052e-29	success	156.5887469827926	3.3001057342836589e-10	10.863476370826536	46.214875053405201	1.9608648880417395e-09	3.4503816067307127e-09	13.383338656216775	56.804797472829549	1.3096269276772091e-09	failure	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	not_set	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0-(0)->1
1	6.5331410844220095	0.45960388397870894	-1.6844280481873586	1.2499231241356963	-0.71272831895838396	22520.905433550881	3.8236429950685586	7107.9626593877038	-1623.263090819125	252.067668333938	-1.2278171094073234	-0.028502748186913104	0.011923251794710849	0	0.020608516427827361	0	0	0	success	non_bfb	success	success	305.35899999999998	success	158.17774429675524	0	0	0	0	1.413315299952323e-09	3.0545876714823148	13.096195298603014	-1.7982904783916855e-09	success	success	158.17479258511341	0	0	0	0	6.6269372890881982e-10	3.1378991316765252	13.452713353048255	1.6799712270108826e-09	success	158.17488911427839	0	0	0	0	-1.3049410482851274e-09	3.1355210302576251	13.44253701000576	-2.4418761751683125e-09	success	158.17396419486471	0	0	0	0	1.0199162168190249e-09	3.1601055611082924	13.547734089127259	3.3113211964075402e-10	success	158.17390500619177	0	0	0	0	3.7383556099089547e-10	3.1613988199784098	13.553268167698787	-2.2992410318699827e-09	success	158.17396419486471	158.17396419486471	0.94999999999999996	2.2704116420977447e-05	6734158.9875959866	0	3.6533827127504506e-05	0.10000000000000001	0.57873002847288302	0.57871639873042346	19.584423820587677	0	8.7915165541620333	56.236935174992212	4.2637833723681431e-33	0.00013427804850946434	96.706682095782369	6.2390015706979995e-41	0	1.6074645885809142e-29	3.8004079449962504e-31	1.6275350172701437e-29	success	156.59148383680622	-2.9087997730644189e-10	10.862160154765169	46.208010564746807	-1.212212342756977e-09	1.9880188715111168e-09	13.382627256790759	56.800207071009467	-1.4758441220347458e-10	failure	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	not_set	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0-(0)->1
