yuktype	L1	L2	L3	L4	L5	m12sq	tbeta	Dm11sq	Dm22sq	Dm12sq	DL1	DL2	DL3	DL4	DL5	DT1	DT2	DT3	status_nlo_stability	status_ewsr	status_tracing	status_coex_pairs	runtime	status_crit_0	T_crit_0	omega_CB_crit_false_0	omega_1_crit_false_0	omega_2_crit_false_0	omega_CP_crit_false_0	omega_CB_crit_true_0	omega_1_crit_true_0	omega_2_crit_true_0	omega_CP_crit_true_0	status_bounce_sol_0	status_nucl_approx_0	T_nucl_approx_0	omega_CB_nucl_approx_false_0	omega_1_nucl_approx_false_0	omega_2_nucl_approx_false_0	omega_CP_nucl_approx_false_0	omega_CB_nucl_approx_true_0	omega_1_nucl_approx_true_0	omega_2_nucl_approx_true_0	omega_CP_nucl_approx_true_0	status_nucl_0	T_nucl_0	omega_CB_nucl_false_0	omega_1_nucl_false_0	omega_2_nucl_false_0	omega_CP_nucl_false_0	omega_CB_nucl_true_0	omega_1_nucl_true_0	omega_2_nucl_true_0	omega_CP_nucl_true_0	status_perc_0	T_perc_0	omega_CB_perc_false_0	omega_1_perc_false_0	omega_2_perc_false_0	omega_CP_perc_false_0	omega_CB_perc_true_0	omega_1_perc_true_0	omega_2_perc_true_0	omega_CP_perc_true_0	status_compl_0	T_compl_0	omega_CB_compl_false_0	omega_1_compl_false_0	omega_2_compl_false_0	omega_CP_compl_false_0	omega_CB_compl_true_0	omega_1_compl_true_0	omega_2_compl_true_0	omega_CP_compl_true_0	status_gw_0	T_star_0	T_reh_0	v_wall_0	alpha_PT_0	beta/H_0	kappa_col_0	kappa_sw_0	eps_turb_0	cs_f_0	cs_t_0	fb_col_0	h2Omegab_col_0	f_1_sw_0	f_2_sw_0	h2Omega_2_sw_0	f_1_turb_0	f_2_turb_0	h2Omega_2_turb_0	SNR(LISA-3yrs)_col_0	SNR(LISA-3yrs)_sw_0	SNR(LISA-3yrs)_turb_0	SNR(LISA-3yrs)_0	transition_history
1	1.5086219275624095	0.2831969335903274	0.9480491720930584	-0.9210589610201964	-0.0272773169355937	4776.556846903984	5.212823157717887	2490.7897530079358	-700.43705222658525	141.77215809380115	-0.37969214962506964	-0.022842989217784111	0.0059899691726369303	0	0.015678959626334258	0	0	0	success	ew_sym_res	success	success	45.127000000000002	success	157.92431485144414	-2.1555876457492194e-09	1.154093977782546e-09	-6.2819826797873676e-09	4.6214871715360752e-09	-9.2827081781259539e-10	3.579074936447733	20.459531219014607	-8.179233332126067e-10	success	success	157.91650193179589	-2.1555876457492194e-09	1.154093977782546e-09	-6.2819826797873676e-09	4.6214871715360752e-09	1.026177425471458e-08	3.7155907772833028	21.237913488436149	2.4439400737293283e-09	success	157.91676490894775	-2.1555876457492194e-09	1.154093977782546e-09	-6.2819826797873676e-09	4.6214871715360752e-09	-6.7959885601524085e-09	3.7113853019436971	21.213937465991815	1.3774185425905246e-08	success	157.91447298519648	-2.1555876457492194e-09	1.154093977782546e-09	-6.2819826797873676e-09	4.6214871715360752e-09	-3.3649564936309194e-09	3.7481714244455522	21.423652633724032	3.0284133521944689e-10	success	157.91432029333481	-2.1555876457492194e-09	1.154093977782546e-09	-6.2819826797873676e-09	4.6214871715360752e-09	7.3460714344128953e-09	3.7505878179040684	21.437427810528973	1.2677309537910792e-08	success	157.91447298519648	157.91447298519648	0.94999999999999996	4.6663475358725686e-05	2597812.6286802967	0	7.4072993820867633e-05	0.10000000000000001	0.57707057289354247	0.57704408681660879	7.5425735219941412	0	3.3989136812511052	21.644434925481328	2.392422266296595e-31	0.0001059728849841459	37.388050493762158	7.224202164161309e-39	0	1.5681060499798156e-26	1.1382289602853822e-28	1.5740504889952193e-26	0-(0)->1
1	4.129206116281388	0.2742677109366825	1.3897843033021982	-1.1751122998933	-0.2035991196339245	2476.709885158204	3.5770299049491143	4609.2109020388925	-523.06375607366874	427.79980917213754	0.043411792202040583	-0.025072560349063727	0.024219462277949352	0	0.02640829704034247	0	0	0	success	ew_sym_res	success	success	41.906999999999996	success	162.75428656000832	-5.8589095053963301e-09	9.4288181040606229e-08	1.0158514801287228e-08	-5.8587427021825479e-09	-1.4007008338388032e-10	10.048004139182181	18.56452665388408	2.5714523648919689e-12	success	success	162.74392020092043	-5.8589095053963301e-09	9.4288181040606229e-08	1.0158514801287228e-08	-5.8587427021825479e-09	7.3059889339520249e-11	10.42332602626743	19.276384239749191	1.8623013685551291e-09	success	162.74426336749605	-5.8589095053963301e-09	9.4288181040606229e-08	1.0158514801287228e-08	-5.8587427021825479e-09	1.8006054292339259e-09	10.411697407339675	19.254294482979944	3.2536517630130842e-09	success	162.74130099788005	-5.8589095053963301e-09	9.4288181040606229e-08	1.0158514801287228e-08	-5.8587427021825479e-09	7.4402313841029147e-09	10.510403919802798	19.441869909553311	1.2098609138376531e-09	success	162.74110155994111	-5.8589095053963301e-09	9.4288181040606229e-08	1.0158514801287228e-08	-5.8587427021825479e-09	4.2791394584472284e-09	10.516737788234776	19.453913436454247	-4.1001452813247767e-10	success	162.74130096415169	162.74130096415169	0.94999999999999996	3.4264047805375282e-05	2057015.1047019607	0	5.4555667599070679e-05	0.10000000000000001	0.57743577343306207	0.57741561443817169	6.1556121680365621	0	2.7626170007470985	17.610011667237629	1.470949858399697e-31	6.3343021608532461e-05	30.388787008218085	3.3968345499418725e-39	0	1.7935986282477124e-26	6.5846715730477659e-29	1.7970290228423097e-26	0-(0)->1
1	3.2704276680046056	0.2784151675712925	4.960083485128226	-2.771646857450327	-2.1800793240036285	5246.952098696713	3.962933872374241	11332.263247853187	5655.4438311910262	-297.58595972533919	-0.064133346908967284	-0.24358469595874827	-0.34922079097776892	0	-0.029648819304834876	0	0	0	success	non_bfb	success	success	49.738999999999997	success	145.77674527806721	0	0	0	0	-1.0679033759774415e-09	53.480929625430853	187.61954803891473	2.0126467017357536e-09	success	success	139.16757392884784	0	0	0	0	1.0030857381144879e-10	56.48551804478253	200.32759112360574	7.0405853872665539e-12	success	139.42212913114957	0	0	0	0	-5.7493328147091876e-10	56.398294865617999	199.92909060098077	4.4168581400157214e-10	success	138.52377353283879	0	0	0	0	-7.5744916283014954e-10	56.69890564291947	201.31200184616335	-6.1745731954386419e-10	success	138.43069782707198	0	0	0	0	1.163681346757729e-09	56.728932261386603	201.45163653199236	-1.0991440982306384e-09	success	138.52377375315268	138.52377375315268	0.94999999999999996	0.0037863045482903635	3771.2608676464565	0	0.0059166488419094459	0.10000000000000001	0.57748651197480194	0.57591942955347697	0.0095998356182012013	0	0.0042760666194921956	0.027148317832095946	4.289756180281589e-20	1.0713114929985261e-05	0.047036732814414152	1.4643763645338911e-25	0	2.8311299531403266e-07	1.8111793598129686e-12	2.8311466521946151e-07	0-(0)->1
