input_row	diagnostic
1	region-v2: exact_nlo_success:runtime=0.40799999999999997:continue_region_v1
1	region-v1: accepted_positive_two_neighbor_shadow
2	region-v2: exact_nlo_success:runtime=0.32300000000000001:continue_region_v1
2	region-v1: accepted_positive_two_neighbor_shadow
3	region-v2: exact_nlo_success:runtime=0.20799999999999999:continue_region_v1
3	region-v1: direct exact: known_exact_region:broad_b_validated_false_positive_neighborhood
